rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness
RGI60-11.03221,2000-01-01_2020-01-01,54000.0,-0.871,0.5701,11,False,RGI60-11.03221,0.054,3006,3170,3101,36.2,36,141,0.033971794,42.678588867,0.8090169943749475,0.5877852522924731
RGI60-11.03222,2000-01-01_2020-01-01,308000.0,-0.8877,0.2934,11,False,RGI60-11.03222,0.308,2742,2982,2874,28.8,32,456,0.039654583,42.679336548,0.848048096156426,0.5299192642332049
RGI60-11.03223,2000-01-01_2020-01-01,23000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03223,0.023,2841,2999,2890,35.6,62,190,0.018435251,42.693416595,0.46947156278589086,0.8829475928589269
RGI60-11.03224,2000-01-01_2020-01-01,22000.0,-0.7605,0.7157,11,False,RGI60-11.03224,0.022,2725,2886,2774,34.5,47,215,0.026602559,42.689346313,0.6819983600624985,0.7313537016191705
RGI60-11.03225,2000-01-01_2020-01-01,52000.0,-1.2603,0.942,11,False,RGI60-11.03225,0.052,2419,2584,2491,31.1,36,275,0.034118384,42.703136444,0.8090169943749475,0.5877852522924731
RGI60-11.03226,2000-01-01_2020-01-01,35000.0,0.7632,0.7143,11,False,RGI60-11.03226,0.035,2533,2675,2606,47.4,355,125,0.02125987,42.705322266,0.9961946980917455,-0.08715574274765832
RGI60-11.03227,2000-01-01_2020-01-01,46000.0,-1.0584,0.77,11,False,RGI60-11.03227,0.046,2342,2547,2471,43.9,353,250,0.015287263,42.705482483,0.9925461516413221,-0.12186934340514723
RGI60-11.03228,2000-01-01_2020-01-01,83000.0,-1.7388,0.6653,11,False,RGI60-11.03228,0.083,2614,2749,2682,27.8,1,302,-0.039683387,42.695419312,0.9998476951563913,0.01745240643728351
RGI60-11.03229,2000-01-01_2020-01-01,87000.0,-1.6006,0.601,11,False,RGI60-11.03229,0.087,2659,2900,2833,31.7,351,364,-0.057456039,42.695129395,0.9876883405951377,-0.1564344650402311
RGI60-11.03230,2000-01-01_2020-01-01,27000.0,-0.1317,0.675,11,False,RGI60-11.03230,0.027,2764,2951,2871,35.9,356,261,-0.137717813,42.775856018,0.9975640502598242,-0.06975647374412564
RGI60-11.03231,2000-01-01_2020-01-01,130000.0,-0.5094,0.4545,11,False,RGI60-11.03231,0.13,2314,2791,2477,40.3,12,509,-0.144214809,42.779716492,0.9781476007338057,0.20791169081775934
RGI60-11.03232,2000-01-01_2020-01-01,449000.0,-1.1682,0.3202,11,False,RGI60-11.03232,0.449,2798,3221,3094,17.6,97,1162,-0.141221896,42.771190643,-0.12186934340514737,0.9925461516413221
RGI60-11.03233,2000-01-01_2020-01-01,53000.0,-0.5322,0.4312,11,False,RGI60-11.03233,0.053,2729,2981,2845,35.6,356,384,-0.258848548,42.783802032,0.9975640502598242,-0.06975647374412564
RGI60-11.03234,2000-01-01_2020-01-01,25000.0,-0.3462,0.6479,11,False,RGI60-11.03234,0.025,2914,3035,2971,34.6,45,226,-0.286944628,42.83864212,0.7071067811865476,0.7071067811865476
RGI60-11.03235,2000-01-01_2020-01-01,151000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03235,0.151,2149,2364,2241,27.0,10,400,12.907,46.612,0.984807753012208,0.17364817766693033
RGI60-11.03236,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03236,0.011,2533,2593,2556,45.0,56,100,13.844254442,46.377947939,0.5591929034707468,0.8290375725550417
RGI60-11.03237,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03237,0.015,2306,2402,2372,36.0,355,127,14.553,46.364,0.9961946980917455,-0.08715574274765832
RGI60-11.03238,2000-01-01_2020-01-01,19000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03238,0.019,2124,2374,2311,31.8,8,242,19.0675,43.115,0.9902680687415704,0.13917310096006544
RGI60-11.03239,2000-01-01_2020-01-01,97000.0,-0.7315,0.4784,11,False,RGI60-11.03239,0.097,1793,1864,1812,18.4,115,360,19.807626777,42.46583915,-0.42261826174069933,0.90630778703665
RGI60-11.03240,2000-01-01_2020-01-01,49000.0,-1.7067,0.8805,11,False,RGI60-11.03240,0.049,2200,2320,2250,27.3,145,280,19.815450011,42.447352658,-0.8191520442889919,0.5735764363510459
RGI60-11.03241,2000-01-01_2020-01-01,33000.0,-1.0368,0.8886,11,False,RGI60-11.03241,0.033,2724,2840,2791,18.7,348,415,13.56671,42.47054,0.9781476007338056,-0.20791169081775987
RGI60-11.03242,2000-01-01_2020-01-01,102000.0,0.267,0.3357,11,False,RGI60-11.03242,0.102,2666,2881,2738,26.1,214,600,7.410000076,44.117000335,-0.8290375725550417,-0.5591929034707467
RGI60-11.03243,2000-01-01_2020-01-01,89000.0,-0.5372,0.5065,11,False,RGI60-11.03243,0.089,2586,2833,2724,29.7,310,415,7.381999883,44.125999703,0.6427876096865393,-0.7660444431189781
RGI60-11.03244,2000-01-01_2020-01-01,111000.0,-0.1449,0.3764,11,False,RGI60-11.03244,0.111,2314,2524,2450,30.7,315,600,7.370999944,44.126000285,0.7071067811865474,-0.7071067811865477
RGI60-11.03245,2000-01-01_2020-01-01,15000.0,-0.4456,0.6294,11,False,RGI60-11.03245,0.015,2129,2176,2147,19.1,321,100,7.363999838,44.124000042,0.7771459614569706,-0.6293203910498378
RGI60-11.03246,2000-01-01_2020-01-01,351000.0,-0.0043,0.1829,11,False,RGI60-11.03246,0.351,2492,2835,2583,7.5,150,1060,10.982920789,47.415938932,-0.8660254037844387,0.49999999999999994
RGI60-11.03247,2000-01-01_2020-01-01,29000.0,-0.1484,0.3229,11,False,RGI60-11.03247,0.029,2583,2651,2625,18.7,43,190,10.973305067,47.400649446,0.7313537016191705,0.6819983600624985
RGI60-11.03248,2000-01-01_2020-01-01,20000.0,0.0667,0.3033,11,False,RGI60-11.03248,0.02,2592,2634,2612,27.9,117,210,10.976373252,47.398996467,-0.45399049973954675,0.8910065241883679
RGI60-11.03249,2000-01-01_2020-01-01,223000.0,-1.1188,0.4056,11,False,RGI60-11.03249,0.223,2253,2678,2399,29.7,49,780,10.99304939,47.423950848,0.6560590289905073,0.754709580222772
RGI60-11.03250,2000-01-01_2020-01-01,28000.0,-0.2725,0.5799,11,False,RGI60-11.03250,0.028,1974,2215,2095,25.9,36,370,12.866014911,47.574639999,0.8090169943749475,0.5877852522924731
RGI60-11.03251,2000-01-01_2020-01-01,47000.0,-0.2944,0.6114,11,False,RGI60-11.03251,0.047,2259,2446,2352,48.6,19,100,12.866638189,47.571169259,0.9455185755993168,0.3255681544571567
RGI60-11.03252,2000-01-01_2020-01-01,58000.0,-0.3513,0.3734,11,False,RGI60-11.03252,0.058,1997,2151,2031,15.3,52,400,12.9292,47.5551,0.6156614753256583,0.788010753606722
RGI60-11.03253,2000-01-01_2020-01-01,24000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03253,0.024,2602,2803,2718,43.0,347,238,6.217,44.97,0.9743700647852351,-0.22495105434386534
RGI60-11.03254,2000-01-01_2020-01-01,958000.0,-0.3924,0.2314,11,False,RGI60-11.03254,0.958,2522,3881,3522,30.8,61,2649,6.408,44.9,0.4848096202463371,0.8746197071393957
RGI60-11.03255,2000-01-01_2020-01-01,50000.0,-1.8543,1.0736,11,False,RGI60-11.03255,0.05,2781,3135,2982,51.0,44,372,6.335,45.019,0.7193398003386512,0.6946583704589973
RGI60-11.03256,2000-01-01_2020-01-01,111000.0,-0.2562,0.2511,11,False,RGI60-11.03256,0.111,3144,3393,3320,24.3,215,517,7.056,45.469,-0.8191520442889918,-0.5735764363510462
RGI60-11.03257,2000-01-01_2020-01-01,54000.0,-0.3787,0.3539,11,False,RGI60-11.03257,0.054,3143,3286,3196,22.7,53,388,6.931,45.182,0.6018150231520484,0.7986355100472928
RGI60-11.03258,2000-01-01_2020-01-01,378000.0,-0.5899,0.2601,11,False,RGI60-11.03258,0.378,2737,3409,3145,37.5,259,971,6.994,45.896,-0.1908089953765446,-0.981627183447664
RGI60-11.03259,2000-01-01_2020-01-01,1363000.0,-0.3204,0.1372,11,False,RGI60-11.03259,1.363,3128,3549,3415,14.0,326,2501,6.747,45.337,0.8290375725550418,-0.5591929034707466
RGI60-11.03260,2000-01-01_2020-01-01,150000.0,-0.1424,0.2092,11,False,RGI60-11.03260,0.15,3085,3415,3263,32.2,162,518,6.87,45.507,-0.9510565162951535,0.3090169943749475
RGI60-11.03261,2000-01-01_2020-01-01,485000.0,-0.5535,0.2008,11,False,RGI60-11.03261,0.485,2493,3386,2920,29.3,49,1750,6.883,45.518,0.6560590289905073,0.754709580222772
RGI60-11.03262,2000-01-01_2020-01-01,454000.0,-0.4349,0.1873,11,False,RGI60-11.03262,0.454,2769,3431,3128,32.4,300,959,6.857,45.512,0.5000000000000001,-0.8660254037844386
RGI60-11.03263,2000-01-01_2020-01-01,719000.0,-0.4125,0.1839,11,False,RGI60-11.03263,0.719,2271,3351,2786,34.5,282,1900,6.951,45.939,0.20791169081775943,-0.9781476007338056
RGI60-11.03264,2000-01-01_2020-01-01,2283000.0,-0.8515,0.1759,11,False,RGI60-11.03264,2.283,2475,3535,2689,19.6,16,2938,6.416,44.959,0.9612616959383189,0.27563735581699916
RGI60-11.03265,2000-01-01_2020-01-01,206000.0,-0.5055,0.2709,11,False,RGI60-11.03265,0.206,2543,2917,2650,34.2,330,799,6.88,45.886,0.8660254037844384,-0.5000000000000004
RGI60-11.03266,2000-01-01_2020-01-01,469000.0,-1.0321,0.2856,11,False,RGI60-11.03266,0.469,2713,3200,3017,25.1,306,993,6.141,45.161,0.5877852522924729,-0.8090169943749476
RGI60-11.03267,2000-01-01_2020-01-01,50000.0,0.1641,0.6053,11,False,RGI60-11.03267,0.05,2735,3036,2890,35.3,98,518,6.116,44.918,-0.13917310096006535,0.9902680687415704
RGI60-11.03268,2000-01-01_2020-01-01,125000.0,-0.9324,0.4309,11,False,RGI60-11.03268,0.125,2999,3237,3139,29.0,20,434,6.268,45.01,0.9396926207859084,0.3420201433256687
RGI60-11.03269,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03269,0.015,3067,3160,3101,22.6,183,133,6.38,44.858,-0.9986295347545738,-0.052335956242943564
RGI60-11.03270,2000-01-01_2020-01-01,500000.0,-0.7345,0.2336,11,False,RGI60-11.03270,0.5,3147,3716,3372,28.7,177,1101,6.391,44.89,-0.9986295347545738,0.05233595624294381
RGI60-11.03271,2000-01-01_2020-01-01,43000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03271,0.043,3114,3222,3174,29.1,73,434,6.285,44.987,0.29237170472273677,0.9563047559630354
RGI60-11.03272,2000-01-01_2020-01-01,1228000.0,-0.4753,0.2793,11,False,RGI60-11.03272,1.228,2299,3456,2787,31.4,12,2151,6.284,45.012,0.9781476007338057,0.20791169081775934
RGI60-11.03273,2000-01-01_2020-01-01,265000.0,-0.473,0.1919,11,False,RGI60-11.03273,0.265,2993,3214,3079,19.9,266,542,6.776,45.488,-0.06975647374412558,-0.9975640502598242
RGI60-11.03274,2000-01-01_2020-01-01,30000.0,-0.2627,0.4,11,False,RGI60-11.03274,0.03,2678,2758,2720,27.8,312,206,6.965,45.648,0.6691306063588578,-0.7431448254773946
RGI60-11.03275,2000-01-01_2020-01-01,33000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03275,0.033,3121,3384,3275,50.9,9,272,6.223,44.966,0.9876883405951378,0.15643446504023087
RGI60-11.03276,2000-01-01_2020-01-01,26000.0,-0.4593,0.715,11,False,RGI60-11.03276,0.026,2402,2627,2520,43.7,330,222,6.785,45.822,0.8660254037844384,-0.5000000000000004
RGI60-11.03277,2000-01-01_2020-01-01,57000.0,-0.1176,0.2218,11,False,RGI60-11.03277,0.057,2900,2986,2942,17.7,22,391,7.009,45.389,0.9271838545667874,0.374606593415912
RGI60-11.03278,2000-01-01_2020-01-01,169000.0,-0.4614,0.2775,11,False,RGI60-11.03278,0.169,3116,3483,3317,40.1,193,657,6.324,44.995,-0.9743700647852352,-0.22495105434386498
RGI60-11.03279,2000-01-01_2020-01-01,27000.0,-0.2136,0.4959,11,False,RGI60-11.03279,0.027,2172,2322,2266,33.5,324,132,6.808,46.102,0.8090169943749473,-0.5877852522924734
RGI60-11.03280,2000-01-01_2020-01-01,512000.0,-0.4766,0.2123,11,False,RGI60-11.03280,0.512,2615,3744,2973,33.5,334,1564,6.823,45.859,0.8987940462991668,-0.4383711467890778
RGI60-11.03281,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03281,0.017,2420,2515,2466,28.0,67,204,6.371,45.46,0.3907311284892737,0.9205048534524404
RGI60-11.03282,2000-01-01_2020-01-01,119000.0,-1.4527,0.7421,11,False,RGI60-11.03282,0.119,3111,3456,3296,38.0,308,519,6.279,44.902,0.6156614753256585,-0.7880107536067218
RGI60-11.03283,2000-01-01_2020-01-01,23000.0,-0.3965,0.5939,11,False,RGI60-11.03283,0.023,2901,3008,2970,30.5,319,236,6.235,44.914,0.7547095802227719,-0.6560590289905074
RGI60-11.03284,2000-01-01_2020-01-01,405000.0,-0.377,0.2115,11,False,RGI60-11.03284,0.405,2482,3479,3015,39.6,240,1520,6.955,45.927,-0.5000000000000004,-0.8660254037844385
RGI60-11.03285,2000-01-01_2020-01-01,90000.0,-0.5009,0.7761,11,False,RGI60-11.03285,0.09,2676,3183,2960,34.2,18,945,6.149,44.931,0.9510565162951535,0.3090169943749474
RGI60-11.03286,2000-01-01_2020-01-01,72000.0,-0.4468,0.321,11,False,RGI60-11.03286,0.072,3011,3170,3075,19.9,291,506,6.774,45.495,0.3583679495453004,-0.9335804264972017
RGI60-11.03287,2000-01-01_2020-01-01,37000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03287,0.037,2606,2806,2686,29.4,78,357,6.341,44.834,0.20791169081775945,0.9781476007338056
RGI60-11.03288,2000-01-01_2020-01-01,241000.0,-0.9096,0.2903,11,False,RGI60-11.03288,0.241,2644,3058,2877,31.5,62,595,6.888,45.514,0.46947156278589086,0.8829475928589269
RGI60-11.03289,2000-01-01_2020-01-01,47000.0,-0.8494,0.5739,11,False,RGI60-11.03289,0.047,2768,2998,2871,41.7,149,235,6.115,44.905,-0.8571673007021122,0.5150380749100544
RGI60-11.03290,2000-01-01_2020-01-01,368000.0,-0.5284,0.2709,11,False,RGI60-11.03290,0.368,2381,3683,3025,44.4,355,1422,6.831,45.863,0.9961946980917455,-0.08715574274765832
RGI60-11.03291,2000-01-01_2020-01-01,66000.0,-0.4207,0.3525,11,False,RGI60-11.03291,0.066,3214,3379,3302,28.9,4,247,7.001,45.25,0.9975640502598242,0.0697564737441253
RGI60-11.03292,2000-01-01_2020-01-01,823000.0,-0.4356,0.1744,11,False,RGI60-11.03292,0.823,2754,3799,3404,30.5,252,1725,6.811,45.402,-0.30901699437494756,-0.9510565162951535
RGI60-11.03293,2000-01-01_2020-01-01,231000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03293,0.231,3099,3408,3274,28.7,179,796,6.338,44.825,-0.9998476951563913,0.01745240643728344
RGI60-11.03294,2000-01-01_2020-01-01,53000.0,-0.3636,0.4098,11,False,RGI60-11.03294,0.053,2734,2942,2805,30.6,310,416,6.297,44.784,0.6427876096865393,-0.7660444431189781
RGI60-11.03295,2000-01-01_2020-01-01,600000.0,-0.7716,0.2097,11,False,RGI60-11.03295,0.6,2592,3016,2798,17.4,354,1127,6.843,45.417,0.9945218953682733,-0.10452846326765342
RGI60-11.03296,2000-01-01_2020-01-01,223000.0,0.0605,0.2206,11,False,RGI60-11.03296,0.223,2709,3392,2942,41.1,252,775,6.799,45.837,-0.30901699437494756,-0.9510565162951535
RGI60-11.03297,2000-01-01_2020-01-01,2109000.0,-0.568,0.1489,11,False,RGI60-11.03297,2.109,2786,3564,3236,19.8,309,2159,6.988,45.515,0.6293203910498375,-0.7771459614569708
RGI60-11.03298,2000-01-01_2020-01-01,428000.0,-1.3069,0.3276,11,False,RGI60-11.03298,0.428,2550,3063,2810,28.2,36,1083,6.12,44.915,0.8090169943749475,0.5877852522924731
RGI60-11.03299,2000-01-01_2020-01-01,16000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03299,0.016,2872,2921,2888,16.6,267,221,7.098,45.457,-0.052335956242944306,-0.9986295347545738
RGI60-11.03300,2000-01-01_2020-01-01,32000.0,-1.108,0.9452,11,False,RGI60-11.03300,0.032,2877,3132,2978,45.3,84,181,6.361,45.0,0.10452846326765346,0.9945218953682733
RGI60-11.03301,2000-01-01_2020-01-01,100000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03301,0.1,3302,3527,3485,31.6,314,411,7.0,45.895,0.6946583704589973,-0.7193398003386511
RGI60-11.03302,2000-01-01_2020-01-01,20000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03302,0.02,3054,3180,3135,33.7,96,157,6.285,44.99,-0.10452846326765355,0.9945218953682733
RGI60-11.03303,2000-01-01_2020-01-01,878000.0,-0.6433,0.1735,11,False,RGI60-11.03303,0.878,2871,3610,3158,22.9,301,1936,6.993,45.521,0.5150380749100542,-0.8571673007021123
RGI60-11.03304,2000-01-01_2020-01-01,49000.0,-0.1794,0.496,11,False,RGI60-11.03304,0.049,2880,3159,3027,39.5,251,368,6.217,44.849,-0.32556815445715664,-0.9455185755993168
RGI60-11.03305,2000-01-01_2020-01-01,176000.0,-0.9906,0.4608,11,False,RGI60-11.03305,0.176,2734,3187,2939,37.3,150,813,6.312,44.785,-0.8660254037844387,0.49999999999999994
RGI60-11.03306,2000-01-01_2020-01-01,66000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03306,0.066,2985,3238,3085,41.8,104,309,6.114,44.934,-0.24192189559966779,0.9702957262759965
RGI60-11.03307,2000-01-01_2020-01-01,249000.0,-0.5358,0.2265,11,False,RGI60-11.03307,0.249,2849,3118,2977,24.7,341,562,6.606,45.268,0.9455185755993168,-0.3255681544571567
RGI60-11.03308,2000-01-01_2020-01-01,4153000.0,-1.0337,0.1977,11,False,RGI60-11.03308,4.153,2120,3682,2761,22.6,34,4701,6.383,44.906,0.8290375725550417,0.5591929034707469
RGI60-11.03309,2000-01-01_2020-01-01,61000.0,-0.9589,0.8228,11,False,RGI60-11.03309,0.061,3111,3360,3247,31.2,99,555,6.394,44.858,-0.1564344650402308,0.9876883405951378
RGI60-11.03310,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03310,0.015,3036,3187,3125,39.8,290,181,6.112,44.909,0.342020143325669,-0.9396926207859083
RGI60-11.03311,2000-01-01_2020-01-01,118000.0,-0.7058,0.4658,11,False,RGI60-11.03311,0.118,3084,3514,3287,39.8,177,616,6.26,44.995,-0.9986295347545738,0.05233595624294381
RGI60-11.03312,2000-01-01_2020-01-01,752000.0,-0.2221,0.1681,11,False,RGI60-11.03312,0.752,2983,3702,3381,31.4,347,1159,7.048,45.284,0.9743700647852351,-0.22495105434386534
RGI60-11.03313,2000-01-01_2020-01-01,198000.0,-0.1181,0.2586,11,False,RGI60-11.03313,0.198,2470,2799,2575,32.3,102,611,6.928,45.905,-0.20791169081775934,0.9781476007338057
RGI60-11.03314,2000-01-01_2020-01-01,72000.0,-0.1344,0.29,11,False,RGI60-11.03314,0.072,2751,3002,2918,30.1,357,424,6.406,44.709,0.9986295347545738,-0.05233595624294437
RGI60-11.03315,2000-01-01_2020-01-01,108000.0,-0.5705,0.469,11,False,RGI60-11.03315,0.108,2671,3199,2992,33.9,20,986,6.393,44.967,0.9396926207859084,0.3420201433256687
RGI60-11.03316,2000-01-01_2020-01-01,76000.0,-0.7258,0.5295,11,False,RGI60-11.03316,0.076,2834,3108,2942,34.9,357,394,6.862,44.55,0.9986295347545738,-0.05233595624294437
RGI60-11.03317,2000-01-01_2020-01-01,29000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03317,0.029,3117,3311,3212,50.1,314,321,6.909,45.897,0.6946583704589973,-0.7193398003386511
RGI60-11.03318,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03318,0.017,2816,2999,2896,44.5,284,206,6.143,44.914,0.24192189559966742,-0.9702957262759966
RGI60-11.03319,2000-01-01_2020-01-01,669000.0,-0.6197,0.2621,11,False,RGI60-11.03319,0.669,2845,3549,3114,37.0,289,971,6.321,44.965,0.3255681544571563,-0.945518575599317
RGI60-11.03320,2000-01-01_2020-01-01,124000.0,-0.8563,0.4975,11,False,RGI60-11.03320,0.124,2793,3234,2959,35.8,95,671,6.34,45.124,-0.08715574274765824,0.9961946980917455
RGI60-11.03321,2000-01-01_2020-01-01,175000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03321,0.175,2851,3040,2923,26.4,231,446,6.33,44.793,-0.6293203910498378,-0.7771459614569706
RGI60-11.03322,2000-01-01_2020-01-01,176000.0,-0.7385,0.293,11,False,RGI60-11.03322,0.176,2722,3086,2919,27.4,30,751,6.782,45.419,0.8660254037844387,0.49999999999999994
RGI60-11.03323,2000-01-01_2020-01-01,10000.0,-0.898,1.1328,11,False,RGI60-11.03323,0.01,2554,2630,2595,27.4,16,127,5.93,45.041,0.9612616959383189,0.27563735581699916
RGI60-11.03324,2000-01-01_2020-01-01,26000.0,-0.351,0.5575,11,False,RGI60-11.03324,0.026,2945,3135,3037,44.8,175,196,6.245,44.966,-0.9961946980917455,0.0871557427476582
RGI60-11.03325,2000-01-01_2020-01-01,138000.0,-0.0327,0.2525,11,False,RGI60-11.03325,0.138,2773,2992,2874,33.0,302,464,7.127,45.347,0.5299192642332047,-0.8480480961564261
RGI60-11.03326,2000-01-01_2020-01-01,184000.0,-0.3601,0.2805,11,False,RGI60-11.03326,0.184,2921,3340,3153,32.1,319,711,7.072,45.236,0.7547095802227719,-0.6560590289905074
RGI60-11.03327,2000-01-01_2020-01-01,34000.0,-0.2632,0.3852,11,False,RGI60-11.03327,0.034,2963,3118,3012,26.6,190,330,6.235,44.965,-0.984807753012208,-0.17364817766693047
RGI60-11.03328,2000-01-01_2020-01-01,246000.0,-0.235,0.2261,11,False,RGI60-11.03328,0.246,2658,3185,2900,40.9,291,1226,6.329,44.919,0.3583679495453004,-0.9335804264972017
RGI60-11.03329,2000-01-01_2020-01-01,40000.0,-0.4123,0.4485,11,False,RGI60-11.03329,0.04,2972,3167,3063,30.2,325,381,6.61,45.281,0.8191520442889916,-0.5735764363510465
RGI60-11.03330,2000-01-01_2020-01-01,38000.0,-0.0816,0.5683,11,False,RGI60-11.03330,0.038,2596,2769,2661,40.1,35,796,6.197,44.744,0.8191520442889918,0.573576436351046
RGI60-11.03331,2000-01-01_2020-01-01,60000.0,0.6169,0.6374,11,False,RGI60-11.03331,0.06,2773,3033,2908,31.6,244,427,6.144,44.903,-0.43837114678907774,-0.8987940462991668
RGI60-11.03332,2000-01-01_2020-01-01,184000.0,-0.6154,0.3667,11,False,RGI60-11.03332,0.184,2586,2986,2798,31.6,6,787,6.21,44.747,0.9945218953682733,0.10452846326765347
RGI60-11.03333,2000-01-01_2020-01-01,230000.0,-0.6701,0.364,11,False,RGI60-11.03333,0.23,2630,3101,2871,30.2,331,918,6.676,45.274,0.8746197071393959,-0.4848096202463369
RGI60-11.03334,2000-01-01_2020-01-01,35000.0,-1.1413,0.6975,11,False,RGI60-11.03334,0.035,2886,3040,2969,34.2,157,267,6.289,44.871,-0.9205048534524404,0.39073112848927377
RGI60-11.03335,2000-01-01_2020-01-01,56000.0,-0.8844,0.7735,11,False,RGI60-11.03335,0.056,2901,3255,3062,43.8,310,505,6.277,44.909,0.6427876096865393,-0.7660444431189781
RGI60-11.03336,2000-01-01_2020-01-01,46000.0,-0.6391,0.4944,11,False,RGI60-11.03336,0.046,3135,3287,3200,36.4,151,55,6.349,44.998,-0.8746197071393957,0.48480962024633717
RGI60-11.03337,2000-01-01_2020-01-01,21000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03337,0.021,2854,2956,2913,44.6,331,84,6.153,45.175,0.8746197071393959,-0.4848096202463369
RGI60-11.03338,2000-01-01_2020-01-01,53000.0,-0.3702,0.556,11,False,RGI60-11.03338,0.053,2378,2572,2451,39.9,46,313,6.158,45.307,0.6946583704589973,0.7193398003386512
RGI60-11.03339,2000-01-01_2020-01-01,1445000.0,-0.2299,0.1386,11,False,RGI60-11.03339,1.445,2547,3665,3128,26.4,210,2512,6.794,45.769,-0.8660254037844386,-0.5000000000000001
RGI60-11.03340,2000-01-01_2020-01-01,54000.0,-0.5526,0.3242,11,False,RGI60-11.03340,0.054,3268,3387,3321,22.0,130,285,6.894,45.327,-0.6427876096865394,0.766044443118978
RGI60-11.03341,2000-01-01_2020-01-01,301000.0,-0.6971,0.2439,11,False,RGI60-11.03341,0.301,2958,3420,3178,27.2,358,818,6.851,45.543,0.9993908270190958,-0.034899496702500823
RGI60-11.03342,2000-01-01_2020-01-01,51000.0,-0.4638,0.3488,11,False,RGI60-11.03342,0.051,3264,3388,3317,26.8,179,206,6.344,44.997,-0.9998476951563913,0.01745240643728344
RGI60-11.03343,2000-01-01_2020-01-01,191000.0,-0.5801,0.2898,11,False,RGI60-11.03343,0.191,2757,3229,3000,31.3,335,868,6.431,44.963,0.90630778703665,-0.4226182617406992
RGI60-11.03344,2000-01-01_2020-01-01,149000.0,0.017,0.1805,11,False,RGI60-11.03344,0.149,3043,3346,3170,21.1,203,985,6.776,45.799,-0.9205048534524404,-0.39073112848927355
RGI60-11.03345,2000-01-01_2020-01-01,90000.0,-0.9496,0.5024,11,False,RGI60-11.03345,0.09,2669,2900,2796,37.2,88,417,6.419,44.898,0.03489949670250108,0.9993908270190958
RGI60-11.03346,2000-01-01_2020-01-01,58000.0,-0.2996,0.2827,11,False,RGI60-11.03346,0.058,3188,3355,3244,17.9,124,630,6.921,45.382,-0.5591929034707467,0.8290375725550417
RGI60-11.03347,2000-01-01_2020-01-01,681000.0,-0.702,0.2007,11,False,RGI60-11.03347,0.681,2798,3422,3048,26.6,317,1484,6.948,45.337,0.7313537016191707,-0.6819983600624983
RGI60-11.03348,2000-01-01_2020-01-01,361000.0,-0.3723,0.1893,11,False,RGI60-11.03348,0.361,2918,3186,2991,18.3,58,876,7.067,45.282,0.5299192642332049,0.8480480961564261
RGI60-11.03349,2000-01-01_2020-01-01,182000.0,-0.6687,0.4788,11,False,RGI60-11.03349,0.182,2577,3143,2852,40.0,9,839,6.155,44.93,0.9876883405951378,0.15643446504023087
RGI60-11.03350,2000-01-01_2020-01-01,74000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03350,0.074,3016,3314,3163,46.5,10,266,6.354,45.003,0.984807753012208,0.17364817766693033
RGI60-11.03351,2000-01-01_2020-01-01,78000.0,-0.5947,0.5467,11,False,RGI60-11.03351,0.078,2709,3022,2863,33.8,55,789,6.455,44.957,0.573576436351046,0.8191520442889918
RGI60-11.03352,2000-01-01_2020-01-01,69000.0,-0.1558,0.2138,11,False,RGI60-11.03352,0.069,3101,3210,3166,13.6,209,392,6.985,45.58,-0.8746197071393959,-0.48480962024633695
RGI60-11.03353,2000-01-01_2020-01-01,18000.0,-0.4192,0.5195,11,False,RGI60-11.03353,0.018,3405,3565,3474,46.3,228,178,6.356,44.907,-0.6691306063588581,-0.7431448254773944
