rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness
RGI60-11.00001,2000-01-01_2020-01-01,122000.0,-0.893,0.4651,11,False,RGI60-11.00001,0.122,2191,2338,2277,19.9,334,461,13.5987,47.4949,0.8987940462991668,-0.4383711467890778
RGI60-11.00002,2000-01-01_2020-01-01,2292000.0,-0.5248,0.1886,11,False,RGI60-11.00002,2.292,2203,2855,2526,18.6,49,1853,13.6135,47.4845,0.6560590289905073,0.754709580222772
RGI60-11.00003,2000-01-01_2020-01-01,851000.0,-0.8007,0.2241,11,False,RGI60-11.00003,0.851,2280,2691,2458,17.8,314,1140,13.596,47.4835,0.6946583704589973,-0.7193398003386511
RGI60-11.00004,2000-01-01_2020-01-01,53000.0,-0.3831,0.5114,11,False,RGI60-11.00004,0.053,2319,2562,2422,32.4,306,382,13.5829,47.4807,0.5877852522924729,-0.8090169943749476
RGI60-11.00005,2000-01-01_2020-01-01,57000.0,-0.4299,0.4369,11,False,RGI60-11.00005,0.057,2656,2778,2686,25.4,291,202,13.6026,47.4774,0.3583679495453004,-0.9335804264972017
RGI60-11.00006,2000-01-01_2020-01-01,908000.0,-0.6105,0.2135,11,False,RGI60-11.00006,0.908,2450,2681,2601,14.0,33,816,13.6304,47.4708,0.838670567945424,0.5446390350150271
RGI60-11.00007,2000-01-01_2020-01-01,14000.0,-0.5248,0.7858,11,False,RGI60-11.00007,0.014,2650,2690,2674,22.6,186,103,13.6143,47.4735,-0.9945218953682733,-0.1045284632676535
RGI60-11.00008,2000-01-01_2020-01-01,169000.0,-0.5406,0.3202,11,False,RGI60-11.00008,0.169,2580,2744,2657,23.0,28,415,13.0368,47.4288,0.882947592858927,0.4694715627858908
RGI60-11.00009,2000-01-01_2020-01-01,327000.0,-0.7015,0.2514,11,False,RGI60-11.00009,0.327,2664,2809,2767,12.2,6,813,13.0484,47.4247,0.9945218953682733,0.10452846326765347
RGI60-11.00010,2000-01-01_2020-01-01,36000.0,-0.7274,0.5175,11,False,RGI60-11.00010,0.036,2645,2689,2671,10.3,41,247,13.0783,47.4248,0.754709580222772,0.6560590289905073
RGI60-11.00011,2000-01-01_2020-01-01,37000.0,-0.2599,0.3919,11,False,RGI60-11.00011,0.037,2694,2821,2766,15.1,15,501,13.0419,47.4254,0.9659258262890683,0.25881904510252074
RGI60-11.00012,2000-01-01_2020-01-01,197000.0,-0.5322,0.2541,11,False,RGI60-11.00012,0.197,2710,2828,2778,12.1,21,549,13.0581,47.4242,0.9335804264972017,0.35836794954530027
RGI60-11.00013,2000-01-01_2020-01-01,81000.0,-0.6361,0.4117,11,False,RGI60-11.00013,0.081,2499,2763,2553,28.3,62,446,12.7528,47.198,0.46947156278589086,0.8829475928589269
RGI60-11.00014,2000-01-01_2020-01-01,912000.0,-0.6497,0.1921,11,False,RGI60-11.00014,0.912,2494,2929,2771,17.7,27,1230,12.6823,47.1953,0.8910065241883679,0.45399049973954675
RGI60-11.00015,2000-01-01_2020-01-01,76000.0,-0.4487,0.3164,11,False,RGI60-11.00015,0.076,2770,2889,2860,17.9,43,403,12.6737,47.1964,0.7313537016191705,0.6819983600624985
RGI60-11.00016,2000-01-01_2020-01-01,32000.0,-0.8302,0.7601,11,False,RGI60-11.00016,0.032,2416,2574,2476,27.8,40,292,12.7581,47.1935,0.766044443118978,0.6427876096865393
RGI60-11.00017,2000-01-01_2020-01-01,102000.0,-0.5725,0.3788,11,False,RGI60-11.00017,0.102,2605,2966,2720,34.4,25,529,12.7572,47.1897,0.9063077870366499,0.42261826174069944
RGI60-11.00018,2000-01-01_2020-01-01,103000.0,-0.426,0.2912,11,False,RGI60-11.00018,0.103,2763,2968,2861,24.7,62,494,12.6916,47.1916,0.46947156278589086,0.8829475928589269
RGI60-11.00019,2000-01-01_2020-01-01,295000.0,-0.844,0.3016,11,False,RGI60-11.00019,0.295,2605,2831,2717,18.0,271,506,12.6802,47.1848,0.01745240643728313,-0.9998476951563913
RGI60-11.00020,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00020,0.017,3110,3225,3171,35.4,294,168,12.7578,47.183,0.40673664307579976,-0.9135454576426011
RGI60-11.00021,2000-01-01_2020-01-01,645000.0,-0.719,0.2464,11,False,RGI60-11.00021,0.645,2323,3027,2616,32.2,99,1306,12.7675,47.1766,-0.1564344650402308,0.9876883405951378
RGI60-11.00022,2000-01-01_2020-01-01,260000.0,-0.6503,0.24,11,False,RGI60-11.00022,0.26,2618,2792,2696,17.6,24,805,12.3863,47.1893,0.9135454576426009,0.4067366430758002
RGI60-11.00023,2000-01-01_2020-01-01,55000.0,-0.78,0.4451,11,False,RGI60-11.00023,0.055,2817,2876,2862,17.7,80,182,12.6836,47.1784,0.17364817766693041,0.984807753012208
RGI60-11.00024,2000-01-01_2020-01-01,74000.0,-0.7799,0.3986,11,False,RGI60-11.00024,0.074,2805,2959,2867,25.6,312,309,12.3982,47.1827,0.6691306063588578,-0.7431448254773946
RGI60-11.00025,2000-01-01_2020-01-01,571000.0,-0.5901,0.2403,11,False,RGI60-11.00025,0.571,2302,3199,2899,27.1,356,1873,12.7508,47.1648,0.9975640502598242,-0.06975647374412564
RGI60-11.00026,2000-01-01_2020-01-01,44000.0,-0.3452,0.4075,11,False,RGI60-11.00026,0.044,2605,2766,2701,24.4,334,340,12.6766,47.1724,0.8987940462991668,-0.4383711467890778
RGI60-11.00027,2000-01-01_2020-01-01,157000.0,-0.699,0.3346,11,False,RGI60-11.00027,0.157,2724,3039,2812,27.2,100,603,12.766,47.1644,-0.1736481776669303,0.984807753012208
RGI60-11.00028,2000-01-01_2020-01-01,381000.0,-0.451,0.2153,11,False,RGI60-11.00028,0.381,2669,3137,2952,20.7,10,1195,12.6785,47.1631,0.984807753012208,0.17364817766693033
RGI60-11.00029,2000-01-01_2020-01-01,72000.0,-0.5151,0.4565,11,False,RGI60-11.00029,0.072,2714,3064,2943,34.0,353,429,12.7448,47.1641,0.9925461516413221,-0.12186934340514723
RGI60-11.00030,2000-01-01_2020-01-01,36000.0,-0.9063,0.8763,11,False,RGI60-11.00030,0.036,2344,2617,2531,34.7,147,212,12.7761,47.1615,-0.8386705679454239,0.5446390350150273
RGI60-11.00031,2000-01-01_2020-01-01,272000.0,-0.7367,0.2895,11,False,RGI60-11.00031,0.272,2590,2898,2745,23.0,327,566,12.6697,47.1613,0.838670567945424,-0.544639035015027
RGI60-11.00032,2000-01-01_2020-01-01,43000.0,-0.594,0.5175,11,False,RGI60-11.00032,0.043,2681,2804,2747,22.0,59,215,12.6897,47.1631,0.5150380749100542,0.8571673007021123
RGI60-11.00033,2000-01-01_2020-01-01,37000.0,-0.0447,0.5405,11,False,RGI60-11.00033,0.037,3057,3262,3132,36.7,77,280,12.7616,47.1608,0.22495105434386492,0.9743700647852352
RGI60-11.00034,2000-01-01_2020-01-01,125000.0,-0.6914,0.3222,11,False,RGI60-11.00034,0.125,2679,2870,2782,19.2,13,456,12.1348,47.1779,0.9743700647852352,0.224951054343865
RGI60-11.00035,2000-01-01_2020-01-01,25000.0,0.2294,0.5064,11,False,RGI60-11.00035,0.025,3315,3449,3399,32.5,348,152,12.7569,47.1595,0.9781476007338056,-0.20791169081775987
RGI60-11.00036,2000-01-01_2020-01-01,306000.0,-0.298,0.2116,11,False,RGI60-11.00036,0.306,2912,3332,3200,25.5,299,741,12.7432,47.1571,0.4848096202463373,-0.8746197071393956
RGI60-11.00037,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00037,0.013,2680,2806,2757,37.2,28,246,12.3401,47.1725,0.882947592858927,0.4694715627858908
RGI60-11.00038,2000-01-01_2020-01-01,293000.0,-0.7156,0.261,11,False,RGI60-11.00038,0.293,2669,3015,2791,28.7,122,617,12.6835,47.1586,-0.5299192642332048,0.8480480961564261
RGI60-11.00039,2000-01-01_2020-01-01,65000.0,-0.2986,0.308,11,False,RGI60-11.00039,0.065,2830,3006,2897,21.3,63,358,12.1413,47.1747,0.4539904997395468,0.8910065241883678
RGI60-11.00040,2000-01-01_2020-01-01,138000.0,-0.0516,0.2622,11,False,RGI60-11.00040,0.138,2673,2999,2876,33.9,46,358,12.3506,47.1634,0.6946583704589973,0.7193398003386512
RGI60-11.00041,2000-01-01_2020-01-01,523000.0,-0.2493,0.1837,11,False,RGI60-11.00041,0.523,2768,3432,3196,24.0,124,1366,12.752,47.1511,-0.5591929034707467,0.8290375725550417
RGI60-11.00042,2000-01-01_2020-01-01,58000.0,-0.6089,0.4136,11,False,RGI60-11.00042,0.058,2719,2830,2788,19.7,65,414,12.0875,47.1719,0.42261826174069944,0.9063077870366499
RGI60-11.00043,2000-01-01_2020-01-01,117000.0,-0.2836,0.3141,11,False,RGI60-11.00043,0.117,2717,2983,2834,32.0,73,540,12.1428,47.1699,0.29237170472273677,0.9563047559630354
RGI60-11.00044,2000-01-01_2020-01-01,14000.0,-0.2048,0.5755,11,False,RGI60-11.00044,0.014,2671,2751,2709,37.1,29,127,12.2199,47.1701,0.8746197071393957,0.48480962024633706
RGI60-11.00045,2000-01-01_2020-01-01,140000.0,-0.2969,0.2916,11,False,RGI60-11.00045,0.14,3048,3502,3351,36.8,313,500,12.7384,47.1499,0.6819983600624986,-0.7313537016191703
RGI60-11.00046,2000-01-01_2020-01-01,207000.0,-0.5919,0.2798,11,False,RGI60-11.00046,0.207,2594,2938,2719,26.6,125,691,12.6781,47.1528,-0.5735764363510462,0.8191520442889917
RGI60-11.00047,2000-01-01_2020-01-01,2273000.0,-0.4712,0.1642,11,False,RGI60-11.00047,2.273,2307,3253,2967,21.1,342,2336,12.7194,47.1386,0.9510565162951535,-0.3090169943749477
RGI60-11.00048,2000-01-01_2020-01-01,74000.0,-0.7808,0.5573,11,False,RGI60-11.00048,0.074,2020,2293,2142,33.3,103,491,12.7699,47.1492,-0.22495105434386503,0.9743700647852352
RGI60-11.00049,2000-01-01_2020-01-01,1399000.0,-0.6327,0.2014,11,False,RGI60-11.00049,1.399,2432,3490,2974,27.2,110,2601,12.7411,47.1398,-0.3420201433256687,0.9396926207859084
RGI60-11.00050,2000-01-01_2020-01-01,245000.0,-0.6781,0.2905,11,False,RGI60-11.00050,0.245,2615,2954,2797,29.4,47,591,12.1491,47.1647,0.6819983600624985,0.7313537016191705
RGI60-11.00051,2000-01-01_2020-01-01,35000.0,-0.4375,0.4721,11,False,RGI60-11.00051,0.035,2809,3012,2942,37.5,73,168,12.3534,47.1591,0.29237170472273677,0.9563047559630354
RGI60-11.00052,2000-01-01_2020-01-01,32000.0,-0.2412,0.387,11,False,RGI60-11.00052,0.032,2670,2775,2730,26.3,284,190,12.3998,47.157,0.24192189559966742,-0.9702957262759966
RGI60-11.00053,2000-01-01_2020-01-01,58000.0,-0.0952,0.3823,11,False,RGI60-11.00053,0.058,2689,2984,2798,42.0,79,372,12.3562,47.1569,0.19080899537654492,0.981627183447664
RGI60-11.00054,2000-01-01_2020-01-01,2274000.0,-0.4832,0.1637,11,False,RGI60-11.00054,2.274,2359,3196,2779,27.1,17,1765,12.3717,47.1487,0.9563047559630354,0.29237170472273677
RGI60-11.00055,2000-01-01_2020-01-01,19000.0,-0.3104,0.4989,11,False,RGI60-11.00055,0.019,2660,2752,2717,30.6,93,177,12.4033,47.1562,-0.05233595624294384,0.9986295347545738
RGI60-11.00056,2000-01-01_2020-01-01,143000.0,-0.5698,0.2859,11,False,RGI60-11.00056,0.143,2638,2787,2710,19.6,340,453,12.6658,47.1466,0.9396926207859084,-0.3420201433256686
RGI60-11.00057,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00057,0.011,2750,2806,2770,23.3,258,125,12.3493,47.1563,-0.2079116908177598,-0.9781476007338056
RGI60-11.00058,2000-01-01_2020-01-01,13000.0,-0.5187,0.774,11,False,RGI60-11.00058,0.013,2672,2771,2733,37.2,328,158,12.3963,47.1541,0.8480480961564258,-0.529919264233205
RGI60-11.00059,2000-01-01_2020-01-01,56000.0,-0.4612,0.4503,11,False,RGI60-11.00059,0.056,2713,2841,2789,26.9,310,190,12.4317,47.1514,0.6427876096865393,-0.7660444431189781
RGI60-11.00060,2000-01-01_2020-01-01,114000.0,-0.4924,0.3406,11,False,RGI60-11.00060,0.114,2668,2901,2794,30.8,83,413,12.4025,47.1519,0.12186934340514749,0.992546151641322
RGI60-11.00061,2000-01-01_2020-01-01,86000.0,-0.157,0.3387,11,False,RGI60-11.00061,0.086,2595,2831,2701,30.1,333,466,12.3914,47.1523,0.8910065241883678,-0.45399049973954697
RGI60-11.00062,2000-01-01_2020-01-01,1324000.0,-0.447,0.1841,11,False,RGI60-11.00062,1.324,2552,3196,2831,27.4,45,1238,12.3086,47.1458,0.7071067811865476,0.7071067811865476
RGI60-11.00063,2000-01-01_2020-01-01,109000.0,-0.4016,0.2384,11,False,RGI60-11.00063,0.109,2839,2979,2911,22.1,240,340,12.3548,47.1517,-0.5000000000000004,-0.8660254037844385
RGI60-11.00064,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00064,0.011,2867,2889,2880,9.5,84,71,12.6,47.1448,0.10452846326765346,0.9945218953682733
RGI60-11.00065,2000-01-01_2020-01-01,87000.0,-0.3838,0.2907,11,False,RGI60-11.00065,0.087,2740,2897,2860,16.4,317,446,12.5958,47.144,0.7313537016191707,-0.6819983600624983
RGI60-11.00066,2000-01-01_2020-01-01,392000.0,-0.8746,0.2839,11,False,RGI60-11.00066,0.392,2546,2840,2662,18.7,157,934,12.3945,47.1462,-0.9205048534524404,0.39073112848927377
RGI60-11.00067,2000-01-01_2020-01-01,2868000.0,-0.6347,0.1741,11,False,RGI60-11.00067,2.868,2283,3294,2854,21.4,24,3098,12.6894,47.129,0.9135454576426009,0.4067366430758002
RGI60-11.00068,2000-01-01_2020-01-01,2738000.0,-0.8267,0.1759,11,False,RGI60-11.00068,2.738,2162,3440,2759,15.2,347,5390,12.3453,47.1322,0.9743700647852351,-0.22495105434386534
RGI60-11.00069,2000-01-01_2020-01-01,32000.0,-0.2246,0.3107,11,False,RGI60-11.00069,0.032,2786,2841,2816,19.4,208,160,12.4374,47.1479,-0.8829475928589269,-0.46947156278589086
RGI60-11.00070,2000-01-01_2020-01-01,1563000.0,-0.5566,0.1819,11,False,RGI60-11.00070,1.563,2375,3118,2759,23.9,31,1785,12.1044,47.1491,0.8571673007021123,0.5150380749100542
RGI60-11.00071,2000-01-01_2020-01-01,61000.0,-0.176,0.2409,11,False,RGI60-11.00071,0.061,2734,2856,2818,21.3,236,285,12.4035,47.1473,-0.5591929034707466,-0.8290375725550418
RGI60-11.00072,2000-01-01_2020-01-01,707000.0,-0.9922,0.2879,11,False,RGI60-11.00072,0.707,2293,2815,2446,17.9,337,1392,12.6611,47.1342,0.9205048534524403,-0.3907311284892739
RGI60-11.00073,2000-01-01_2020-01-01,30000.0,-0.3661,0.398,11,False,RGI60-11.00073,0.03,2822,2895,2871,14.9,147,230,12.5956,47.1403,-0.8386705679454239,0.5446390350150273
RGI60-11.00074,2000-01-01_2020-01-01,430000.0,-0.4211,0.2156,11,False,RGI60-11.00074,0.43,2621,3071,2853,29.5,133,556,12.3805,47.1424,-0.6819983600624984,0.7313537016191706
RGI60-11.00075,2000-01-01_2020-01-01,40000.0,-0.7815,0.6768,11,False,RGI60-11.00075,0.04,2361,2512,2426,33.5,32,202,10.4376,47.1861,0.848048096156426,0.5299192642332049
RGI60-11.00076,2000-01-01_2020-01-01,17000.0,-0.4749,0.5341,11,False,RGI60-11.00076,0.017,2746,2810,2772,22.1,180,141,12.409,47.1448,-1.0,1.2246467991473532e-16
RGI60-11.00077,2000-01-01_2020-01-01,93000.0,-0.4743,0.3793,11,False,RGI60-11.00077,0.093,2705,2955,2841,31.8,297,464,12.0907,47.1508,0.45399049973954664,-0.891006524188368
RGI60-11.00078,2000-01-01_2020-01-01,584000.0,-0.4523,0.1994,11,False,RGI60-11.00078,0.584,2432,3037,2830,26.0,14,1305,12.3243,47.1392,0.9702957262759965,0.24192189559966773
RGI60-11.00079,2000-01-01_2020-01-01,200000.0,-0.8573,0.3633,11,False,RGI60-11.00079,0.2,2451,2780,2604,29.4,22,760,12.5793,47.1355,0.9271838545667874,0.374606593415912
RGI60-11.00080,2000-01-01_2020-01-01,1188000.0,-0.7215,0.2018,11,False,RGI60-11.00080,1.188,2502,2993,2789,19.3,72,1304,12.5964,47.1316,0.30901699437494745,0.9510565162951535
RGI60-11.00081,2000-01-01_2020-01-01,22000.0,-0.6097,0.8614,11,False,RGI60-11.00081,0.022,2504,2650,2568,28.7,23,334,12.5711,47.1368,0.9205048534524404,0.39073112848927377
RGI60-11.00082,2000-01-01_2020-01-01,299000.0,-0.4433,0.2741,11,False,RGI60-11.00082,0.299,2602,2993,2788,30.8,332,703,12.0853,47.1482,0.882947592858927,-0.4694715627858908
RGI60-11.00083,2000-01-01_2020-01-01,40000.0,-0.9312,0.6015,11,False,RGI60-11.00083,0.04,2708,2789,2741,18.6,95,269,10.3703,47.1842,-0.08715574274765824,0.9961946980917455
RGI60-11.00084,2000-01-01_2020-01-01,268000.0,-0.2319,0.2452,11,False,RGI60-11.00084,0.268,2677,3123,2829,31.9,343,602,12.1167,47.1467,0.9563047559630353,-0.29237170472273716
RGI60-11.00085,2000-01-01_2020-01-01,42000.0,-0.0926,0.3846,11,False,RGI60-11.00085,0.042,2563,2637,2614,17.4,27,236,9.98627,47.1872,0.8910065241883679,0.45399049973954675
RGI60-11.00086,2000-01-01_2020-01-01,112000.0,-0.366,0.3495,11,False,RGI60-11.00086,0.112,2634,2908,2718,33.8,34,428,12.0632,47.1498,0.8290375725550417,0.5591929034707469
RGI60-11.00087,2000-01-01_2020-01-01,316000.0,-0.5245,0.2808,11,False,RGI60-11.00087,0.316,2658,3148,2948,35.1,349,403,12.6669,47.1277,0.981627183447664,-0.19080899537654467
RGI60-11.00088,2000-01-01_2020-01-01,2734000.0,-0.5073,0.1557,11,False,RGI60-11.00088,2.734,2668,3320,3004,16.2,121,2477,12.7269,47.1229,-0.5150380749100543,0.8571673007021123
RGI60-11.00089,2000-01-01_2020-01-01,465000.0,-0.4874,0.2405,11,False,RGI60-11.00089,0.465,2532,2898,2744,29.5,12,609,12.0739,47.1466,0.9781476007338057,0.20791169081775934
RGI60-11.00090,2000-01-01_2020-01-01,132000.0,-0.6102,0.379,11,False,RGI60-11.00090,0.132,2721,2958,2792,17.8,19,426,11.0507,47.1697,0.9455185755993168,0.3255681544571567
RGI60-11.00091,2000-01-01_2020-01-01,25000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00091,0.025,2599,2659,2622,16.9,236,160,12.5699,47.133,-0.5591929034707466,-0.8290375725550418
RGI60-11.00092,2000-01-01_2020-01-01,145000.0,-0.4266,0.2766,11,False,RGI60-11.00092,0.145,2632,2956,2767,31.1,42,630,12.2247,47.1412,0.7431448254773942,0.6691306063588582
RGI60-11.00093,2000-01-01_2020-01-01,14000.0,0.1612,0.4416,11,False,RGI60-11.00093,0.014,2934,3011,2970,27.4,188,190,12.3711,47.1387,-0.9902680687415703,-0.13917310096006552
RGI60-11.00094,2000-01-01_2020-01-01,519000.0,-0.3822,0.2251,11,False,RGI60-11.00094,0.519,2654,3171,2897,28.5,102,778,12.1173,47.1381,-0.20791169081775934,0.9781476007338057
RGI60-11.00095,2000-01-01_2020-01-01,629000.0,-0.5357,0.1989,11,False,RGI60-11.00095,0.629,2686,2985,2842,20.6,249,653,12.5884,47.1232,-0.3583679495453007,-0.9335804264972016
RGI60-11.00096,2000-01-01_2020-01-01,64000.0,-0.6731,0.3651,11,False,RGI60-11.00096,0.064,2850,2962,2922,16.0,15,399,11.0551,47.1673,0.9659258262890683,0.25881904510252074
RGI60-11.00097,2000-01-01_2020-01-01,157000.0,-0.458,0.2785,11,False,RGI60-11.00097,0.157,2837,3101,2994,21.7,220,301,12.0871,47.1442,-0.766044443118978,-0.6427876096865393
RGI60-11.00098,2000-01-01_2020-01-01,339000.0,-0.3338,0.2023,11,False,RGI60-11.00098,0.339,2742,3157,2984,26.0,230,823,12.0924,47.1418,-0.6427876096865395,-0.7660444431189779
RGI60-11.00099,2000-01-01_2020-01-01,27000.0,-0.2052,0.331,11,False,RGI60-11.00099,0.027,2924,2994,2972,17.1,162,168,12.3625,47.1366,-0.9510565162951535,0.3090169943749475
RGI60-11.00100,2000-01-01_2020-01-01,198000.0,-0.5156,0.2726,11,False,RGI60-11.00100,0.198,2610,2954,2769,31.3,45,516,12.3358,47.1353,0.7071067811865476,0.7071067811865476
RGI60-11.00101,2000-01-01_2020-01-01,564000.0,-0.5083,0.2102,11,False,RGI60-11.00101,0.564,2578,2993,2775,26.9,16,873,12.2336,47.1367,0.9612616959383189,0.27563735581699916
RGI60-11.00102,2000-01-01_2020-01-01,250000.0,-0.7096,0.2513,11,False,RGI60-11.00102,0.25,2948,3162,3025,15.9,138,646,12.3176,47.1348,-0.7431448254773941,0.6691306063588583
RGI60-11.00103,2000-01-01_2020-01-01,80000.0,-0.2942,0.2835,11,False,RGI60-11.00103,0.08,2749,2907,2823,26.8,277,304,12.3567,47.1349,0.12186934340514768,-0.992546151641322
RGI60-11.00104,2000-01-01_2020-01-01,582000.0,-0.4112,0.1961,11,False,RGI60-11.00104,0.582,2777,3173,2986,23.6,182,906,12.1032,47.1386,-0.9993908270190958,-0.0348994967025009
RGI60-11.00105,2000-01-01_2020-01-01,174000.0,-0.4614,0.274,11,False,RGI60-11.00105,0.174,2723,3035,2884,33.1,245,550,12.6572,47.1244,-0.42261826174069916,-0.9063077870366502
RGI60-11.00106,2000-01-01_2020-01-01,17774000.0,-1.3303,0.1693,11,False,RGI60-11.00106,17.774,2086,3487,2984,15.9,112,8667,12.6967,47.0991,-0.37460659341591207,0.9271838545667874
RGI60-11.00107,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00107,0.011,2899,2941,2924,20.1,170,-9,12.3608,47.1347,-0.984807753012208,0.17364817766693028
RGI60-11.00108,2000-01-01_2020-01-01,184000.0,-0.5044,0.2374,11,False,RGI60-11.00108,0.184,2653,2792,2752,18.3,262,372,12.551,47.1256,-0.13917310096006583,-0.9902680687415703
RGI60-11.00109,2000-01-01_2020-01-01,129000.0,-0.0827,0.2148,11,False,RGI60-11.00109,0.129,2949,3154,3032,22.0,185,492,12.3106,47.133,-0.9961946980917455,-0.08715574274765794
RGI60-11.00110,2000-01-01_2020-01-01,2188000.0,-0.9791,0.2055,11,False,RGI60-11.00110,2.188,2285,3356,2695,22.0,45,3075,12.3693,47.1261,0.7071067811865476,0.7071067811865476
RGI60-11.00111,2000-01-01_2020-01-01,19000.0,-0.2261,0.3441,11,False,RGI60-11.00111,0.019,2984,3043,3005,26.8,175,90,12.3275,47.1336,-0.9961946980917455,0.0871557427476582
RGI60-11.00112,2000-01-01_2020-01-01,29000.0,-0.5408,0.5199,11,False,RGI60-11.00112,0.029,2756,2833,2792,32.7,103,146,10.4793,47.1715,-0.22495105434386503,0.9743700647852352
RGI60-11.00113,2000-01-01_2020-01-01,58000.0,-0.4565,0.3849,11,False,RGI60-11.00113,0.058,3065,3260,3171,36.1,249,237,12.6637,47.1213,-0.3583679495453007,-0.9335804264972016
RGI60-11.00114,2000-01-01_2020-01-01,722000.0,-0.5203,0.1934,11,False,RGI60-11.00114,0.722,2593,3133,2830,27.0,48,1120,12.2453,47.1297,0.6691306063588582,0.7431448254773942
RGI60-11.00115,2000-01-01_2020-01-01,133000.0,-0.3284,0.2528,11,False,RGI60-11.00115,0.133,2758,2990,2901,23.9,122,507,12.5955,47.1232,-0.5299192642332048,0.8480480961564261
RGI60-11.00116,2000-01-01_2020-01-01,5324000.0,-0.6324,0.1492,11,False,RGI60-11.00116,5.324,2346,3608,2917,19.7,308,5267,12.3309,47.1177,0.6156614753256585,-0.7880107536067218
RGI60-11.00117,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00117,0.011,2577,2687,2623,39.3,23,135,13.3728,47.0961,0.9205048534524404,0.39073112848927377
RGI60-11.00118,2000-01-01_2020-01-01,31000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00118,0.031,2631,2777,2703,38.1,12,150,13.377,47.0948,0.9781476007338057,0.20791169081775934
RGI60-11.00119,2000-01-01_2020-01-01,19000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00119,0.019,2798,2891,2863,25.0,8,190,10.4712,47.1677,0.9902680687415704,0.13917310096006544
RGI60-11.00120,2000-01-01_2020-01-01,583000.0,-0.7186,0.2073,11,False,RGI60-11.00120,0.583,2768,3091,2890,22.6,263,733,12.2355,47.1257,-0.12186934340514717,-0.9925461516413221
RGI60-11.00121,2000-01-01_2020-01-01,32000.0,-0.486,0.573,11,False,RGI60-11.00121,0.032,2849,2958,2921,26.3,262,230,12.1109,47.1339,-0.13917310096006583,-0.9902680687415703
RGI60-11.00122,2000-01-01_2020-01-01,1615000.0,-0.953,0.1909,11,False,RGI60-11.00122,1.615,2635,3168,2876,13.9,151,2311,12.7221,47.1074,-0.8746197071393957,0.48480962024633717
RGI60-11.00123,2000-01-01_2020-01-01,122000.0,-0.2522,0.2939,11,False,RGI60-11.00123,0.122,2682,2983,2848,29.4,69,527,12.5971,47.1173,0.3583679495453004,0.9335804264972017
RGI60-11.00124,2000-01-01_2020-01-01,1367000.0,-0.9555,0.2349,11,False,RGI60-11.00124,1.367,2273,3019,2569,23.4,333,2678,12.6507,47.1087,0.8910065241883678,-0.45399049973954697
RGI60-11.00125,2000-01-01_2020-01-01,42000.0,-0.2866,0.2898,11,False,RGI60-11.00125,0.042,3023,3095,3066,12.5,174,366,12.731,47.1125,-0.9945218953682733,0.10452846326765373
RGI60-11.00126,2000-01-01_2020-01-01,26000.0,-0.3974,0.6015,11,False,RGI60-11.00126,0.026,2665,2815,2753,27.9,11,280,12.3806,47.123,0.981627183447664,0.1908089953765448
RGI60-11.00127,2000-01-01_2020-01-01,2084000.0,-0.7192,0.1856,11,False,RGI60-11.00127,2.084,2571,3204,2870,22.4,44,1325,12.2672,47.1131,0.7193398003386512,0.6946583704589973
RGI60-11.00128,2000-01-01_2020-01-01,205000.0,-0.8154,0.3104,11,False,RGI60-11.00128,0.205,2725,3163,2970,27.4,59,943,12.3755,47.1203,0.5150380749100542,0.8571673007021123
RGI60-11.00129,2000-01-01_2020-01-01,28000.0,-0.808,0.6677,11,False,RGI60-11.00129,0.028,2787,2932,2874,28.2,97,255,12.1162,47.1298,-0.12186934340514737,0.9925461516413221
RGI60-11.00130,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00130,0.013,2927,2988,2951,25.9,178,103,12.7336,47.1089,-0.9993908270190958,0.03489949670250114
RGI60-11.00131,2000-01-01_2020-01-01,23000.0,-0.8111,0.7345,11,False,RGI60-11.00131,0.023,2675,2728,2692,14.2,266,215,12.6602,47.1103,-0.06975647374412558,-0.9975640502598242
RGI60-11.00132,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00132,0.017,2593,2652,2635,33.1,3,135,13.2543,47.0897,0.9986295347545738,0.052335956242943835
RGI60-11.00133,2000-01-01_2020-01-01,511000.0,-0.7267,0.2958,11,False,RGI60-11.00133,0.511,2607,3057,2827,31.8,17,882,12.7474,47.1029,0.9563047559630354,0.29237170472273677
