rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness,t_jja,p_annual,srad_jja,z_era5,t_jja_corr,apdd,apdd_2022,apdd_anom_2022
RGI60-11.02064,2000-01-01_2020-01-01,2715000.0,-1.1863,0.2266,11,False,RGI60-11.02064,2.715,2505,3191,2804,15.6,44,2735,8.32631,46.395,0.7193398003386512,0.6946583704589973,8.086038,1923.3878135681152,20174686.0,2369.8513,5.26407120513916,664.6982548578674,915.5591497619897,250.86089490412235
RGI60-11.02065,2000-01-01_2020-01-01,107000.0,-0.3008,0.3577,11,False,RGI60-11.02065,0.107,2820,3219,3039,34.2,80,650,9.91125,46.402,0.1736481776669304,0.984807753012208,9.570605,1233.1671237945557,20320256.0,2262.5217,4.523496513366699,572.6429739262337,786.4926730016738,213.84969907544007
RGI60-11.02066,2000-01-01_2020-01-01,48000.0,-0.8885,0.5572,11,False,RGI60-11.02066,0.048,2836,2933,2893,23.0,283,325,10.2264,46.3992,0.2249510543438649,-0.9743700647852352,9.4835615,1081.5054416656494,20491836.0,2317.2703,5.741318229675294,721.2314375945771,966.5145782378822,245.28314064330516
RGI60-11.02067,2000-01-01_2020-01-01,140000.0,-1.0035,0.4013,11,False,RGI60-11.02067,0.14,2652,2890,2727,22.8,32,559,8.36191,46.4028,0.848048096156426,0.5299192642332049,8.086038,1923.3878135681152,20174686.0,2369.8513,5.764571205139161,730.720290289277,992.8563381009251,262.13604781164804
RGI60-11.02068,2000-01-01_2020-01-01,71000.0,-1.2597,0.6905,11,False,RGI60-11.02068,0.071,2669,2764,2714,19.2,40,325,7.55362,46.3959,0.766044443118978,0.6427876096865393,12.063177,1995.5533504486084,20351318.0,1655.4274,5.182455001831055,663.4603151450137,906.6983784892369,243.23806334422318
RGI60-11.02069,2000-01-01_2020-01-01,537000.0,-0.7763,0.1982,11,False,RGI60-11.02069,0.537,2713,3154,2940,23.7,353,1075,9.94194,46.3984,0.992546151641322,-0.1218693434051472,9.570605,1233.1671237945557,20320256.0,2262.5217,5.1669965133667,651.7089074817776,880.6446413371998,228.9357338554222
RGI60-11.02070,2000-01-01_2020-01-01,57000.0,-0.5773,0.482,11,False,RGI60-11.02070,0.057,2872,3078,2954,35.8,5,301,9.98435,46.4008,0.9961946980917455,0.0871557427476581,9.570605,1233.1671237945557,20320256.0,2262.5217,5.075996513366699,640.1731507897556,867.006510998329,226.83336020857337
RGI60-11.02071,2000-01-01_2020-01-01,53000.0,-0.6502,0.5206,11,False,RGI60-11.02071,0.053,3069,3261,3200,33.4,94,313,9.81932,46.4018,-0.0697564737441253,0.9975640502598242,9.143978,1465.4419898986816,20158362.0,2277.653,3.148723114013672,426.1035849611085,611.5189560607388,185.4153710996303
RGI60-11.02072,2000-01-01_2020-01-01,7717000.0,-1.291,0.165,11,False,RGI60-11.02072,7.717,2462,2919,2737,5.7,323,3542,7.51198,46.3839,0.7986355100472928,-0.6018150231520483,12.063177,1995.5533504486084,20351318.0,1655.4274,5.032955001831055,644.1148586787538,884.0470480256398,239.93218934688605
RGI60-11.02073,2000-01-01_2020-01-01,475000.0,-0.5179,0.2154,11,False,RGI60-11.02073,0.475,2470,3564,3161,31.2,296,1792,7.83706,46.3946,0.4383711467890774,-0.898794046299167,10.051821,1826.8972396850584,20331818.0,2031.8206,2.712154373168945,385.3732458966946,584.3396457000117,198.96639980331707
RGI60-11.02074,2000-01-01_2020-01-01,36000.0,-1.1569,0.8375,11,False,RGI60-11.02074,0.036,3021,3194,3123,40.2,326,202,7.84379,46.3987,0.8290375725550418,-0.5591929034707466,10.051821,1826.8972396850584,20331818.0,2031.8206,2.9591543731689454,408.7789087161383,614.1049881628747,205.32607944673646
RGI60-11.02075,2000-01-01_2020-01-01,1452000.0,-0.7199,0.1699,11,False,RGI60-11.02075,1.452,2513,3314,2989,24.1,42,1988,9.9927,46.3929,0.7431448254773942,0.6691306063588582,9.570605,1233.1671237945557,20320256.0,2262.5217,4.848496513366699,611.8442606158898,833.3747588651396,221.53049824924983
RGI60-11.02076,2000-01-01_2020-01-01,22000.0,-0.2252,0.4006,11,False,RGI60-11.02076,0.022,2567,2633,2595,19.0,345,202,10.2046,46.398,0.9659258262890684,-0.2588190451025207,9.4835615,1081.5054416656494,20491836.0,2317.2703,7.678318229675293,1005.9817835122392,1290.7406787239752,284.7588952117361
RGI60-11.02077,2000-01-01_2020-01-01,41000.0,-1.2049,0.8392,11,False,RGI60-11.02077,0.041,3053,3250,3140,32.8,91,357,10.6245,46.3933,-0.0174524064372834,0.9998476951563912,9.097005,979.527235031128,20711058.0,2416.2065,4.39234741973877,548.436044846092,775.158682235773,226.72263738968093
RGI60-11.02078,2000-01-01_2020-01-01,748000.0,-0.9911,0.2354,11,False,RGI60-11.02078,0.748,2569,3201,2847,22.0,350,1659,10.218,46.3907,0.984807753012208,-0.1736481776669304,9.4835615,1081.5054416656494,20491836.0,2317.2703,6.040318229675293,761.8815913602334,1013.7400865401876,251.85849517995416
RGI60-11.02079,2000-01-01_2020-01-01,114000.0,-0.9932,0.5102,11,False,RGI60-11.02079,0.114,2810,3012,2913,20.5,222,595,8.30092,46.4009,-0.7431448254773942,-0.6691306063588582,8.086038,1923.3878135681152,20174686.0,2369.8513,4.55557120513916,577.329960974216,811.6629250471656,234.3329640729496
RGI60-11.02080,2000-01-01_2020-01-01,192000.0,-0.7721,0.2894,11,False,RGI60-11.02080,0.192,2915,3171,3076,20.9,301,596,10.4268,46.3919,0.5150380749100542,-0.8571673007021123,9.097005,979.527235031128,20711058.0,2416.2065,4.8083474197387694,596.9765957600398,833.7833666692027,236.80677090916288
RGI60-11.02081,2000-01-01_2020-01-01,30000.0,-0.6606,0.6512,11,False,RGI60-11.02081,0.03,3239,3411,3350,39.1,4,168,10.542,46.3929,0.9975640502598242,0.0697564737441253,9.097005,979.527235031128,20711058.0,2416.2065,3.0273474197387698,405.9075233290373,598.5495571877312,192.642033858694
RGI60-11.02082,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02082,0.014,2523,2581,2550,21.5,34,190,9.99963,46.3992,0.8290375725550417,0.5591929034707469,9.570605,1233.1671237945557,20320256.0,2262.5217,7.7019965133667,1019.2214057346234,1300.7833700579915,281.5619643233681
RGI60-11.02083,2000-01-01_2020-01-01,17000.0,-0.0794,0.3312,11,False,RGI60-11.02083,0.017,2710,2787,2746,16.7,39,230,9.46998,46.4018,0.7771459614569709,0.6293203910498374,10.27822,1436.7456912994385,19884698.0,2096.7896,6.058352256774903,776.3469527202012,1049.305443157506,272.9584904373048
RGI60-11.02084,2000-01-01_2020-01-01,80000.0,1.8764,1.1305,11,False,RGI60-11.02084,0.08,3260,3520,3415,36.4,43,340,9.90733,46.3985,0.7313537016191705,0.6819983600624985,9.570605,1233.1671237945557,20320256.0,2262.5217,2.079496513366699,325.8768909454385,479.9933369941751,154.11644604873658
RGI60-11.02085,2000-01-01_2020-01-01,237000.0,-0.8084,0.2968,11,False,RGI60-11.02085,0.237,3041,3430,3175,26.6,109,885,10.6229,46.389,-0.3255681544571566,0.9455185755993168,9.097005,979.527235031128,20711058.0,2416.2065,4.16484741973877,522.8968170545044,744.0297437771403,221.13292672263594
RGI60-11.02086,2000-01-01_2020-01-01,38000.0,-0.2183,0.3878,11,False,RGI60-11.02086,0.038,2707,2812,2765,25.6,5,257,9.47229,46.4009,0.9961946980917455,0.0871557427476581,10.27822,1436.7456912994385,19884698.0,2096.7896,5.934852256774903,758.9712422222476,1029.1703014221691,270.1990591999215
RGI60-11.02087,2000-01-01_2020-01-01,285000.0,-0.9179,0.2961,11,False,RGI60-11.02087,0.285,2702,3043,2848,27.3,353,640,10.2026,46.3936,0.992546151641322,-0.1218693434051472,9.4835615,1081.5054416656494,20491836.0,2317.2703,6.033818229675293,760.9849202238287,1012.7021103241789,251.7171901003502
RGI60-11.02088,2000-01-01_2020-01-01,187000.0,-0.9309,0.3479,11,False,RGI60-11.02088,0.187,2758,3202,2946,28.6,359,810,10.2095,46.3928,0.9998476951563912,-0.0174524064372835,9.4835615,1081.5054416656494,20491836.0,2317.2703,5.396818229675294,675.9141090266867,913.442230175106,237.52812114841936
RGI60-11.02089,2000-01-01_2020-01-01,104000.0,-0.8882,0.338,11,False,RGI60-11.02089,0.104,3131,3237,3195,15.7,99,376,10.4342,46.3921,-0.1564344650402308,0.9876883405951378,9.097005,979.527235031128,20711058.0,2416.2065,4.03484741973877,508.62313818737147,726.5414465178319,217.91830833046043
RGI60-11.02090,2000-01-01_2020-01-01,42000.0,-1.0767,0.6967,11,False,RGI60-11.02090,0.042,3033,3189,3091,26.8,230,301,10.5997,46.3901,-0.6427876096865395,-0.7660444431189779,9.097005,979.527235031128,20711058.0,2416.2065,4.710847419738769,585.3868151511981,819.8475719210263,234.4607567698282
RGI60-11.02091,2000-01-01_2020-01-01,23000.0,-0.7243,0.7359,11,False,RGI60-11.02091,0.023,2708,2744,2722,12.7,203,112,8.29259,46.3995,-0.9205048534524404,-0.3907311284892735,8.086038,1923.3878135681152,20174686.0,2369.8513,5.79707120513916,735.1305338574841,997.98579552471,262.85526166722593
RGI60-11.02092,2000-01-01_2020-01-01,13000.0,-0.2536,0.4017,11,False,RGI60-11.02092,0.013,2857,2914,2884,19.9,150,152,8.30807,46.3992,-0.8660254037844387,0.4999999999999999,8.086038,1923.3878135681152,20174686.0,2369.8513,4.744071205139161,599.8774470411594,838.6654992313498,238.78805219019046
RGI60-11.02093,2000-01-01_2020-01-01,20000.0,-0.3135,0.3441,11,False,RGI60-11.02093,0.02,2708,2761,2725,14.3,37,177,10.2954,46.394,0.7986355100472928,0.6018150231520483,9.4835615,1081.5054416656494,20491836.0,2317.2703,6.833318229675293,875.5696089606339,1144.0668459499484,268.4972369893145
RGI60-11.02094,2000-01-01_2020-01-01,524000.0,-0.8048,0.2241,11,False,RGI60-11.02094,0.524,3016,3391,3157,19.7,273,744,10.5342,46.3855,0.0523359562429439,-0.9986295347545738,9.097005,979.527235031128,20711058.0,2416.2065,4.28184741973877,535.9422627758116,759.9558923971492,224.0136296213376
RGI60-11.02095,2000-01-01_2020-01-01,660000.0,-0.916,0.2196,11,False,RGI60-11.02095,0.66,2585,3036,2888,22.6,3,1087,7.56541,46.3868,0.9986295347545738,0.0523359562429438,12.063177,1995.5533504486084,20351318.0,1655.4274,4.051455001831055,525.2872183566745,742.7671818426767,217.47996348600213
RGI60-11.02096,2000-01-01_2020-01-01,24000.0,-0.878,0.8218,11,False,RGI60-11.02096,0.024,2568,2689,2619,21.1,24,304,10.005,46.3951,0.9135454576426008,0.4067366430758002,9.570605,1233.1671237945557,20320256.0,2262.5217,7.2534965133666995,947.7974984851568,1221.0370771991777,273.2395787140209
RGI60-11.02097,2000-01-01_2020-01-01,20000.0,-0.2044,0.4095,11,False,RGI60-11.02097,0.02,2696,2771,2728,22.1,77,202,10.1688,46.394,0.2249510543438649,0.9743700647852352,9.4835615,1081.5054416656494,20491836.0,2317.2703,6.813818229675293,872.6723889480052,1140.7756312441213,268.10324229611615
RGI60-11.02098,2000-01-01_2020-01-01,24000.0,-0.1924,0.3296,11,False,RGI60-11.02098,0.024,3054,3100,3082,17.5,89,236,10.4387,46.3904,0.0174524064372836,0.9998476951563912,9.097005,979.527235031128,20711058.0,2416.2065,4.76934741973877,592.3250504376638,828.1947770137858,235.86972657612205
RGI60-11.02099,2000-01-01_2020-01-01,190000.0,-0.6301,0.3206,11,False,RGI60-11.02099,0.19,2493,2730,2612,29.0,350,285,7.47706,46.3876,0.984807753012208,-0.1736481776669304,12.063177,1995.5533504486084,20351318.0,1655.4274,5.845455001831055,753.2064935660676,1010.6900157875178,257.48352222145024
RGI60-11.02100,2000-01-01_2020-01-01,57000.0,-0.6706,0.598,11,False,RGI60-11.02100,0.057,2929,3272,3040,40.3,99,393,9.91127,46.3953,-0.1564344650402308,0.9876883405951378,9.570605,1233.1671237945557,20320256.0,2262.5217,4.516996513366699,571.8742033198132,785.5691390794126,213.6949357595994
RGI60-11.02101,2000-01-01_2020-01-01,72000.0,-0.4926,0.3482,11,False,RGI60-11.02101,0.072,2590,2680,2620,19.1,43,250,10.2338,46.3915,0.7313537016191705,0.6819983600624985,9.4835615,1081.5054416656494,20491836.0,2317.2703,7.515818229675293,980.1672666881944,1261.9264285470342,281.7591618588399
RGI60-11.02102,2000-01-01_2020-01-01,376000.0,-0.7468,0.2249,11,False,RGI60-11.02102,0.376,3130,3498,3306,19.3,199,1122,10.5425,46.3847,-0.9455185755993168,-0.3255681544571567,9.097005,979.527235031128,20711058.0,2416.2065,3.3133474197387702,433.6423954827134,633.5090580520176,199.8666625693042
RGI60-11.02103,2000-01-01_2020-01-01,213000.0,-0.9735,0.4098,11,False,RGI60-11.02103,0.213,2712,2910,2787,15.1,253,672,8.31164,46.3942,-0.2923717047227371,-0.9563047559630352,8.086038,1923.3878135681152,20174686.0,2369.8513,5.37457120513916,678.9682066006765,932.3494096857565,253.38120308508007
RGI60-11.02104,2000-01-01_2020-01-01,16000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02104,0.016,3002,3067,3039,33.5,257,112,10.1953,46.3913,-0.2249510543438652,-0.9743700647852352,9.4835615,1081.5054416656494,20491836.0,2317.2703,4.792318229675293,600.3541527734953,823.8734578770055,223.5193051035102
RGI60-11.02105,2000-01-01_2020-01-01,179000.0,-1.1771,0.4471,11,False,RGI60-11.02105,0.179,2708,2892,2803,20.0,20,498,7.69608,46.3884,0.9396926207859084,0.3420201433256687,10.051821,1826.8972396850584,20331818.0,2031.8206,5.039154373168945,640.7068888618485,897.555755458806,256.84886659695746
RGI60-11.02106,2000-01-01_2020-01-01,15000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02106,0.015,2821,2887,2858,23.1,110,135,9.46994,46.3967,-0.3420201433256687,0.9396926207859084,10.27822,1436.7456912994385,19884698.0,2096.7896,5.330352256774902,677.0743154928989,933.3060393976374,256.2317239047385
RGI60-11.02107,2000-01-01_2020-01-01,94000.0,-0.7416,0.3457,11,False,RGI60-11.02107,0.094,2702,2900,2814,23.3,20,501,10.0093,46.3916,0.9396926207859084,0.3420201433256687,9.570605,1233.1671237945557,20320256.0,2262.5217,5.9859965133667,760.751460873853,1008.0478082197644,247.29634734591139
RGI60-11.02108,2000-01-01_2020-01-01,29000.0,-0.2884,0.3101,11,False,RGI60-11.02108,0.029,3174,3256,3211,21.9,293,182,7.83707,46.391,0.3907311284892735,-0.9205048534524404,10.051821,1826.8972396850584,20331818.0,2031.8206,2.3871543731689453,355.8968086212937,546.4573529737613,190.56054435246762
RGI60-11.02109,2000-01-01_2020-01-01,143000.0,-0.7461,0.2975,11,False,RGI60-11.02109,0.143,2742,2881,2809,15.7,338,487,7.59808,46.387,0.9271838545667872,-0.3746065934159123,12.063177,1995.5533504486084,20351318.0,1655.4274,4.564955001831055,585.682936387212,815.0625163565667,229.37957996935472
RGI60-11.02110,2000-01-01_2020-01-01,113000.0,-0.8607,0.3761,11,False,RGI60-11.02110,0.113,2836,3074,2957,28.4,49,515,10.1679,46.3895,0.6560590289905073,0.754709580222772,9.4835615,1081.5054416656494,20491836.0,2317.2703,5.325318229675293,666.713290584585,902.6096822726055,235.89639168802046
RGI60-11.02111,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02111,0.012,3162,3191,3180,15.5,10,112,7.83254,46.391,0.984807753012208,0.1736481776669303,10.051821,1826.8972396850584,20331818.0,2031.8206,2.588654373168945,373.9959560264545,569.7723951821279,195.77643915567342
RGI60-11.02112,2000-01-01_2020-01-01,260000.0,-1.1334,0.3418,11,False,RGI60-11.02112,0.26,3156,3463,3278,22.5,127,760,10.6146,46.3839,-0.6018150231520484,0.7986355100472927,9.097005,979.527235031128,20711058.0,2416.2065,3.4953474197387697,451.8789524255311,656.3268575074346,204.44790508190357
RGI60-11.02113,2000-01-01_2020-01-01,2359000.0,-0.563,0.1521,11,False,RGI60-11.02113,2.359,2859,3588,3313,17.6,242,2400,10.5521,46.3764,-0.4694715627858907,-0.882947592858927,9.097005,979.527235031128,20711058.0,2416.2065,3.2678474197387697,429.1546391656958,627.8737919952042,198.7191528295084
RGI60-11.02114,2000-01-01_2020-01-01,59000.0,-0.3646,0.3921,11,False,RGI60-11.02114,0.059,2677,2866,2776,24.4,311,430,10.1911,46.3895,0.656059028990507,-0.7547095802227722,9.4835615,1081.5054416656494,20491836.0,2317.2703,6.501818229675293,827.0114181556,1088.7034109288772,261.6919927732772
RGI60-11.02115,2000-01-01_2020-01-01,29000.0,-1.0698,0.7703,11,False,RGI60-11.02115,0.029,2742,2848,2795,21.3,18,285,10.0041,46.3911,0.9510565162951536,0.3090169943749474,9.570605,1233.1671237945557,20320256.0,2262.5217,6.109496513366699,778.0050459159568,1027.9718427339178,249.96679681796104
RGI60-11.02116,2000-01-01_2020-01-01,40000.0,0.1056,0.6375,11,False,RGI60-11.02116,0.04,3161,3289,3232,29.4,335,236,10.1989,46.3894,0.90630778703665,-0.4226182617406992,9.4835615,1081.5054416656494,20491836.0,2317.2703,3.5378182296752936,459.7995674201168,653.0851736715533,193.2856062514365
RGI60-11.02117,2000-01-01_2020-01-01,206000.0,-1.1223,0.3188,11,False,RGI60-11.02117,0.206,3089,3199,3151,14.9,168,460,7.8311,46.3885,-0.9781476007338056,0.2079116908177593,10.051821,1826.8972396850584,20331818.0,2031.8206,2.777154373168946,391.4483475548898,592.091156085093,200.64280853020318
RGI60-11.02118,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02118,0.014,2615,2669,2637,21.2,326,168,7.81696,46.39,0.8290375725550418,-0.5591929034707466,10.051821,1826.8972396850584,20331818.0,2031.8206,6.118154373168945,785.6476065869517,1066.9546804067252,281.30707381977345
RGI60-11.02119,2000-01-01_2020-01-01,7803000.0,-0.6838,0.1287,11,False,RGI60-11.02119,7.803,2198,3511,3097,21.7,356,4477,9.84772,46.3727,0.9975640502598242,-0.0697564737441256,13.265747,1431.9801330566406,19867998.0,1701.0143,4.191839904785157,539.0027956771399,726.7820783654273,187.77928268828737
RGI60-11.02120,2000-01-01_2020-01-01,79000.0,-0.0548,0.3256,11,False,RGI60-11.02120,0.079,3310,3810,3535,38.0,23,481,9.90635,46.3905,0.9205048534524404,0.3907311284892737,9.570605,1233.1671237945557,20320256.0,2262.5217,1.2994965133666998,264.7729602903823,399.9823705768188,135.20941028643654
RGI60-11.02121,2000-01-01_2020-01-01,339000.0,-1.1107,0.2989,11,False,RGI60-11.02121,0.339,2931,3186,3061,18.1,174,539,7.82412,46.385,-0.9945218953682732,0.1045284632676537,10.051821,1826.8972396850584,20331818.0,2031.8206,3.362154373168946,448.8403060265605,664.4675750535059,215.62726902694544
RGI60-11.02122,2000-01-01_2020-01-01,39000.0,0.0614,0.3583,11,False,RGI60-11.02122,0.039,2819,2925,2873,25.4,81,293,9.46875,46.3933,0.1564344650402309,0.9876883405951378,10.27822,1436.7456912994385,19884698.0,2096.7896,5.232852256774903,664.3570186906207,918.269242341498,253.9122236508773
RGI60-11.02123,2000-01-01_2020-01-01,81000.0,-0.7992,0.4381,11,False,RGI60-11.02123,0.081,2795,3002,2909,26.0,26,486,10.1726,46.3871,0.898794046299167,0.4383711467890774,9.4835615,1081.5054416656494,20491836.0,2317.2703,5.637318229675293,707.3789511157225,950.340299014005,242.9613478982825
RGI60-11.02124,2000-01-01_2020-01-01,213000.0,-1.4088,0.4074,11,False,RGI60-11.02124,0.213,2753,2813,2775,5.4,156,621,7.54241,46.3822,-0.9135454576426008,0.4067366430758004,12.063177,1995.5533504486084,20351318.0,1655.4274,4.785955001831055,612.8735607617747,847.2735781545174,234.4000173927427
RGI60-11.02125,2000-01-01_2020-01-01,60000.0,-1.0452,0.5708,11,False,RGI60-11.02125,0.06,2918,3109,2991,28.8,158,301,10.204,46.3875,-0.9271838545667872,0.3746065934159122,9.4835615,1081.5054416656494,20491836.0,2317.2703,5.104318229675293,638.7208238102263,869.5290813363519,230.80825752612554
RGI60-11.02126,2000-01-01_2020-01-01,46000.0,-1.34,0.9049,11,False,RGI60-11.02126,0.046,3032,3253,3116,46.6,183,206,7.84259,46.3879,-0.9986295347545738,-0.0523359562429435,10.051821,1826.8972396850584,20331818.0,2031.8206,3.004654373168946,413.1854440792821,619.6796255354168,206.4941814561347
RGI60-11.02127,2000-01-01_2020-01-01,16000.0,-0.3198,0.6999,11,False,RGI60-11.02127,0.016,3048,3252,3152,50.7,336,190,9.9156,46.3895,0.913545457642601,-0.4067366430758001,9.570605,1233.1671237945557,20320256.0,2262.5217,3.7889965133666994,489.5687704074154,685.7009400848972,196.13216967748178
RGI60-11.02128,2000-01-01_2020-01-01,25000.0,-1.2933,1.0138,11,False,RGI60-11.02128,0.025,2825,2928,2891,31.7,5,135,7.59226,46.3849,0.9961946980917455,0.0871557427476581,12.063177,1995.5533504486084,20351318.0,1655.4274,4.031955001831054,523.0704129803324,740.0925497049506,217.02213672461812
RGI60-11.02129,2000-01-01_2020-01-01,215000.0,-0.3213,0.2778,11,False,RGI60-11.02129,0.215,2980,3294,3177,31.5,307,361,10.1945,46.3853,0.6018150231520479,-0.798635510047293,9.4835615,1081.5054416656494,20491836.0,2317.2703,3.8953182296752935,497.6090370156946,699.6255638946017,202.0165268789071
RGI60-11.02130,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02130,0.017,2479,2527,2498,20.7,59,112,9.42645,46.3926,0.5150380749100542,0.8571673007021123,10.27822,1436.7456912994385,19884698.0,2096.7896,7.670352256774903,1022.9887753382465,1328.5636448549021,305.5748695166558
RGI60-11.02131,2000-01-01_2020-01-01,211000.0,-0.9735,0.3955,11,False,RGI60-11.02131,0.211,2723,2814,2745,7.7,140,498,7.48255,46.3797,-0.7660444431189779,0.6427876096865395,12.063177,1995.5533504486084,20351318.0,1655.4274,4.980955001831055,637.4630839502748,876.2377712776748,238.7746873274
RGI60-11.02132,2000-01-01_2020-01-01,19000.0,-1.3012,1.1648,11,False,RGI60-11.02132,0.019,2997,3132,3044,42.8,195,135,7.84703,46.3862,-0.9659258262890684,-0.2588190451025208,10.051821,1826.8972396850584,20331818.0,2031.8206,3.472654373168946,460.23232459055663,678.6642636932726,218.43193910271594
RGI60-11.02133,2000-01-01_2020-01-01,40000.0,-1.463,1.1594,11,False,RGI60-11.02133,0.04,3104,3290,3203,45.7,202,146,7.85427,46.3859,-0.9271838545667874,-0.374606593415912,10.051821,1826.8972396850584,20331818.0,2031.8206,2.439154373168946,360.5126301632272,552.4203565370915,191.9077263738643
RGI60-11.02134,2000-01-01_2020-01-01,41000.0,-0.5894,0.3683,11,False,RGI60-11.02134,0.041,3141,3206,3179,15.2,129,255,10.5364,46.3808,-0.6293203910498373,0.777145961456971,9.097005,979.527235031128,20711058.0,2416.2065,4.13884741973877,520.0234433790545,740.5145763054771,220.49113292642267
RGI60-11.02135,2000-01-01_2020-01-01,130000.0,-0.6507,0.3255,11,False,RGI60-11.02135,0.13,3118,3417,3250,27.0,89,605,10.6132,46.3795,0.0174524064372836,0.9998476951563912,9.097005,979.527235031128,20711058.0,2416.2065,3.67734741973877,470.572580868489,679.5852031554252,209.01262228693616
RGI60-11.02136,2000-01-01_2020-01-01,334000.0,-0.9023,0.3231,11,False,RGI60-11.02136,0.334,2578,3080,2740,23.3,286,1147,8.30943,46.3873,0.2756373558169994,-0.9612616959383188,8.086038,1923.3878135681152,20174686.0,2369.8513,5.680071205139161,719.3238901435304,979.5823307725308,260.25844062900035
RGI60-11.02137,2000-01-01_2020-01-01,59000.0,-0.5636,0.4208,11,False,RGI60-11.02137,0.059,3118,3298,3193,29.3,168,302,7.85796,46.3848,-0.9781476007338056,0.2079116908177593,10.051821,1826.8972396850584,20331818.0,2031.8206,2.5041543731689453,366.33609808030906,559.926739323089,193.59064124277995
RGI60-11.02138,2000-01-01_2020-01-01,28000.0,-0.8982,0.8916,11,False,RGI60-11.02138,0.028,3697,3901,3823,37.4,320,168,9.90541,46.3861,0.7660444431189778,-0.6427876096865396,9.570605,1233.1671237945557,20320256.0,2262.5217,-0.5725034866333001,150.83658252873494,243.49875711556683,92.6621745868319
RGI60-11.02139,2000-01-01_2020-01-01,23000.0,0.1969,0.4236,11,False,RGI60-11.02139,0.023,2710,2796,2745,20.0,308,250,9.465,46.389,0.6156614753256585,-0.7880107536067218,10.27822,1436.7456912994385,19884698.0,2096.7896,6.064852256774903,777.267499082585,1050.3702867349737,273.10278765238866
RGI60-11.02140,2000-01-01_2020-01-01,37000.0,-0.2869,0.4513,11,False,RGI60-11.02140,0.037,2917,3158,3016,27.4,52,485,9.818,46.3863,0.6156614753256583,0.788010753606722,9.143978,1465.4419898986816,20158362.0,2277.653,4.344723114013672,555.7433551009368,771.11735529178,215.37400019084316
RGI60-11.02141,2000-01-01_2020-01-01,83000.0,-0.1,0.242,11,False,RGI60-11.02141,0.083,2479,2623,2526,16.0,339,526,9.4157,46.3874,0.9335804264972016,-0.3583679495453007,10.27822,1436.7456912994385,19884698.0,2096.7896,7.488352256774903,993.3085100690585,1295.540036763428,302.23152669436945
RGI60-11.02142,2000-01-01_2020-01-01,388000.0,-0.4195,0.2058,11,False,RGI60-11.02142,0.388,2614,3068,2817,24.6,28,942,9.42642,46.3863,0.882947592858927,0.4694715627858908,10.27822,1436.7456912994385,19884698.0,2096.7896,5.596852256774903,712.5329412327834,975.0130370470015,262.4800958142181
RGI60-11.02143,2000-01-01_2020-01-01,33000.0,-0.8773,0.6884,11,False,RGI60-11.02143,0.033,2895,3100,3009,38.1,140,266,7.86433,46.3836,-0.7660444431189779,0.6427876096865395,10.051821,1826.8972396850584,20331818.0,2031.8206,3.700154373168946,484.240368492488,708.4151302063622,224.1747617138742
RGI60-11.02144,2000-01-01_2020-01-01,5830000.0,-0.6402,0.1335,11,False,RGI60-11.02144,5.83,2583,3841,3191,22.7,87,3481,9.97822,46.3679,0.0523359562429439,0.9986295347545738,12.920141,1272.5413799285889,19846400.0,1788.7258,3.805359115600586,490.6420021055545,662.9909722325524,172.34897012699787
RGI60-11.02145,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.02145,0.012,2566,2636,2604,29.2,292,177,9.41949,46.3878,0.3746065934159119,-0.9271838545667874,10.27822,1436.7456912994385,19884698.0,2096.7896,6.981352256774903,913.0791613642144,1205.5265659586996,292.4474045944853
RGI60-11.02146,2000-01-01_2020-01-01,269000.0,-0.9985,0.3071,11,False,RGI60-11.02146,0.269,2882,3157,3023,23.8,103,637,7.81519,46.3794,-0.224951054343865,0.9743700647852352,10.051821,1826.8972396850584,20331818.0,2031.8206,3.6091543731689457,474.5475996540689,696.4305637724209,221.88296411835205
RGI60-11.02147,2000-01-01_2020-01-01,149000.0,-1.0053,0.4409,11,False,RGI60-11.02147,0.149,3047,3352,3236,29.4,100,635,10.6047,46.3753,-0.1736481776669303,0.984807753012208,9.097005,979.527235031128,20711058.0,2416.2065,3.7683474197387694,480.090840392077,691.3786010536967,211.2877606616197
RGI60-11.02148,2000-01-01_2020-01-01,124000.0,-0.6847,0.293,11,False,RGI60-11.02148,0.124,2796,2900,2847,19.5,323,428,7.68262,46.3798,0.7986355100472928,-0.6018150231520483,10.051821,1826.8972396850584,20331818.0,2031.8206,4.753154373168946,605.1075497727777,855.1671926512281,250.0596428784504
