rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness,t_jja,p_annual,srad_jja,z_era5,t_jja_corr,apdd,apdd_2022,apdd_anom_2022
RGI60-11.00001,2000-01-01_2020-01-01,122000.0,-0.893,0.4651,11,False,RGI60-11.00001,0.122,2191,2338,2277,19.9,334,461,13.5987,47.4949,0.8987940462991668,-0.4383711467890778,14.119198,1823.4298706054688,18216712.0,1261.558,7.518824737548829,1019.38480327494,1199.6047596558192,180.21995638087924
RGI60-11.00002,2000-01-01_2020-01-01,2292000.0,-0.5248,0.1886,11,False,RGI60-11.00002,2.292,2203,2855,2526,18.6,49,1853,13.6135,47.4845,0.6560590289905073,0.754709580222772,14.119198,1823.4298706054688,18216712.0,1261.558,5.900324737548829,769.1619830344969,930.0903855142623,160.9284024797654
RGI60-11.00003,2000-01-01_2020-01-01,851000.0,-0.8007,0.2241,11,False,RGI60-11.00003,0.851,2280,2691,2458,17.8,314,1140,13.596,47.4835,0.6946583704589973,-0.7193398003386511,14.119198,1823.4298706054688,18216712.0,1261.558,6.342324737548829,833.7661597806831,1000.3594904890593,166.59333070837624
RGI60-11.00004,2000-01-01_2020-01-01,53000.0,-0.3831,0.5114,11,False,RGI60-11.00004,0.053,2319,2562,2422,32.4,306,382,13.5829,47.4807,0.5877852522924729,-0.8090169943749476,14.119198,1823.4298706054688,18216712.0,1261.558,6.576324737548829,869.1104605429853,1038.5836846354632,169.47322409247795
RGI60-11.00005,2000-01-01_2020-01-01,57000.0,-0.4299,0.4369,11,False,RGI60-11.00005,0.057,2656,2778,2686,25.4,291,202,13.6026,47.4774,0.3583679495453004,-0.9335804264972016,14.119198,1823.4298706054688,18216712.0,1261.558,4.860324737548829,628.4099644524488,774.9162475705458,146.50628311809703
RGI60-11.00006,2000-01-01_2020-01-01,908000.0,-0.6105,0.2135,11,False,RGI60-11.00006,0.908,2450,2681,2601,14.0,33,816,13.6304,47.4708,0.838670567945424,0.5446390350150271,13.609855,1781.6563129425049,18178450.0,1347.9072,5.464751670837403,704.7724361369865,866.0321070533723,161.25967091638586
RGI60-11.00007,2000-01-01_2020-01-01,14000.0,-0.5248,0.7858,11,False,RGI60-11.00007,0.014,2650,2690,2674,22.6,186,103,13.6143,47.4735,-0.9945218953682732,-0.1045284632676535,14.119198,1823.4298706054688,18216712.0,1261.558,4.938324737548829,638.4134901480186,786.0509753258316,147.637485177813
RGI60-11.00008,2000-01-01_2020-01-01,169000.0,-0.5406,0.3202,11,False,RGI60-11.00008,0.169,2580,2744,2657,23.0,28,415,13.0368,47.4288,0.882947592858927,0.4694715627858908,14.568643,1941.282320022583,18315862.0,1180.2607,4.969837440490723,652.680054783239,791.691215873266,139.01116109002692
RGI60-11.00009,2000-01-01_2020-01-01,327000.0,-0.7015,0.2514,11,False,RGI60-11.00009,0.327,2664,2809,2767,12.2,6,813,13.0484,47.4247,0.9945218953682732,0.1045284632676534,14.568643,1941.282320022583,18315862.0,1180.2607,4.254837440490723,562.438754865561,691.7652563613015,129.32650149574044
RGI60-11.00010,2000-01-01_2020-01-01,36000.0,-0.7274,0.5175,11,False,RGI60-11.00010,0.036,2645,2689,2671,10.3,41,247,13.0783,47.4248,0.754709580222772,0.6560590289905073,14.568643,1941.282320022583,18315862.0,1180.2607,4.878837440490724,640.7654441933536,778.5782875619068,137.81284336855322
RGI60-11.00011,2000-01-01_2020-01-01,37000.0,-0.2599,0.3919,11,False,RGI60-11.00011,0.037,2694,2821,2766,15.1,15,501,13.0419,47.4254,0.9659258262890684,0.2588190451025207,14.568643,1941.282320022583,18315862.0,1180.2607,4.261337440490722,563.2242083964865,692.641402420548,129.4171940240616
RGI60-11.00012,2000-01-01_2020-01-01,197000.0,-0.5322,0.2541,11,False,RGI60-11.00012,0.197,2710,2828,2778,12.1,21,549,13.0581,47.4242,0.9335804264972016,0.3583679495453002,14.568643,1941.282320022583,18315862.0,1180.2607,4.183337440490723,553.8411905363828,682.1670791195598,128.32588858317706
RGI60-11.00013,2000-01-01_2020-01-01,81000.0,-0.6361,0.4117,11,False,RGI60-11.00013,0.081,2499,2763,2553,28.3,62,446,12.7528,47.198,0.4694715627858908,0.8829475928589269,11.844786,1716.0375118255615,18489856.0,1685.5891,6.20661491394043,814.8656667455401,998.037724969422,183.1720582238819
RGI60-11.00014,2000-01-01_2020-01-01,912000.0,-0.6497,0.1921,11,False,RGI60-11.00014,0.912,2494,2929,2771,17.7,27,1230,12.6823,47.1953,0.8910065241883679,0.4539904997395467,11.844786,1716.0375118255615,18489856.0,1685.5891,4.78961491394043,620.3407144400297,782.0173037964986,161.67658935646887
RGI60-11.00015,2000-01-01_2020-01-01,76000.0,-0.4487,0.3164,11,False,RGI60-11.00015,0.076,2770,2889,2860,17.9,43,403,12.6737,47.1964,0.7313537016191705,0.6819983600624985,11.844786,1716.0375118255615,18489856.0,1685.5891,4.21111491394043,549.5823943401152,701.641818789263,152.05942444914774
RGI60-11.00016,2000-01-01_2020-01-01,32000.0,-0.8302,0.7601,11,False,RGI60-11.00016,0.032,2416,2574,2476,27.8,40,292,12.7581,47.1935,0.766044443118978,0.6427876096865393,11.844786,1716.0375118255615,18489856.0,1685.5891,6.70711491394043,890.7092411016492,1080.646895186452,189.93765408480272
RGI60-11.00017,2000-01-01_2020-01-01,102000.0,-0.5725,0.3788,11,False,RGI60-11.00017,0.102,2605,2966,2720,34.4,25,529,12.7572,47.1897,0.90630778703665,0.4226182617406994,11.844786,1716.0375118255615,18489856.0,1685.5891,5.12111491394043,663.1568687511391,830.1446486847886,166.98777993364956
RGI60-11.00018,2000-01-01_2020-01-01,103000.0,-0.426,0.2912,11,False,RGI60-11.00018,0.103,2763,2968,2861,24.7,62,494,12.6916,47.1916,0.4694715627858908,0.8829475928589269,11.844786,1716.0375118255615,18489856.0,1685.5891,4.20461491394043,548.8159989495631,700.7650920108102,151.94909306124714
RGI60-11.00019,2000-01-01_2020-01-01,295000.0,-0.844,0.3016,11,False,RGI60-11.00019,0.295,2605,2831,2717,18.0,271,506,12.6802,47.1848,0.0174524064372831,-0.9998476951563912,11.844786,1716.0375118255615,18489856.0,1685.5891,5.14061491394043,665.7268505176659,833.0220980457938,167.2952475281279
RGI60-11.00020,2000-01-01_2020-01-01,17000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00020,0.017,3110,3225,3171,35.4,294,168,12.7578,47.183,0.4067366430757997,-0.9135454576426012,11.844786,1716.0375118255615,18489856.0,1685.5891,2.1896149139404297,341.7958478090889,457.95305418215275,116.15720637306384
RGI60-11.00021,2000-01-01_2020-01-01,645000.0,-0.719,0.2464,11,False,RGI60-11.00021,0.645,2323,3027,2616,32.2,99,1306,12.7675,47.1766,-0.1564344650402308,0.9876883405951378,11.844786,1716.0375118255615,18489856.0,1685.5891,5.79711491394043,755.5708309282414,932.8696843222394,177.298853393998
RGI60-11.00022,2000-01-01_2020-01-01,260000.0,-0.6503,0.24,11,False,RGI60-11.00022,0.26,2618,2792,2696,17.6,24,805,12.3863,47.1893,0.9135454576426008,0.4067366430758002,11.588961,1676.3723850250244,18562006.0,1732.2203,5.324392837524415,690.8274166769024,864.6566231099135,173.8292064330111
RGI60-11.00023,2000-01-01_2020-01-01,55000.0,-0.78,0.4451,11,False,RGI60-11.00023,0.055,2817,2876,2862,17.7,80,182,12.6836,47.1784,0.1736481776669304,0.984807753012208,11.844786,1716.0375118255615,18489856.0,1685.5891,4.19811491394043,548.0502403006417,699.8889551384274,151.8387148377857
RGI60-11.00024,2000-01-01_2020-01-01,74000.0,-0.7799,0.3986,11,False,RGI60-11.00024,0.074,2805,2959,2867,25.6,312,309,12.3982,47.1827,0.6691306063588578,-0.7431448254773946,11.588961,1676.3723850250244,18562006.0,1732.2203,4.212892837524414,550.325214062101,705.5336965774674,155.2084825153663
RGI60-11.00025,2000-01-01_2020-01-01,571000.0,-0.5901,0.2403,11,False,RGI60-11.00025,0.571,2302,3199,2899,27.1,356,1873,12.7508,47.1648,0.9975640502598242,-0.0697564737441256,11.844786,1716.0375118255615,18489856.0,1685.5891,3.9576149139404304,520.1647883081022,667.8877365215465,147.72294821344428
RGI60-11.00026,2000-01-01_2020-01-01,44000.0,-0.3452,0.4075,11,False,RGI60-11.00026,0.044,2605,2766,2701,24.4,334,340,12.6766,47.1724,0.8987940462991668,-0.4383711467890778,11.844786,1716.0375118255615,18489856.0,1685.5891,5.24461491394043,679.5297207576049,848.4551343459174,168.9254135883125
RGI60-11.00027,2000-01-01_2020-01-01,157000.0,-0.699,0.3346,11,False,RGI60-11.00027,0.157,2724,3039,2812,27.2,100,603,12.766,47.1644,-0.1736481776669303,0.984807753012208,11.844786,1716.0375118255615,18489856.0,1685.5891,4.52311491394043,587.1180739994265,744.4159154402842,157.2978414408576
RGI60-11.00028,2000-01-01_2020-01-01,381000.0,-0.451,0.2153,11,False,RGI60-11.00028,0.381,2669,3137,2952,20.7,10,1195,12.6785,47.1631,0.984807753012208,0.1736481776669303,11.844786,1716.0375118255615,18489856.0,1685.5891,3.6131149139404304,481.7387071324596,623.4676612160325,141.72895408357294
RGI60-11.00029,2000-01-01_2020-01-01,72000.0,-0.5151,0.4565,11,False,RGI60-11.00029,0.072,2714,3064,2943,34.0,353,429,12.7448,47.1641,0.992546151641322,-0.1218693434051472,11.844786,1716.0375118255615,18489856.0,1685.5891,3.671614913940431,488.1379586264899,630.8922271902287,142.75426856373883
RGI60-11.00030,2000-01-01_2020-01-01,36000.0,-0.9063,0.8763,11,False,RGI60-11.00030,0.036,2344,2617,2531,34.7,147,212,12.7761,47.1615,-0.8386705679454239,0.5446390350150273,11.844786,1716.0375118255615,18489856.0,1685.5891,6.34961491394043,836.1576972907884,1021.3100877864975,185.15239049570914
RGI60-11.00031,2000-01-01_2020-01-01,272000.0,-0.7367,0.2895,11,False,RGI60-11.00031,0.272,2590,2898,2745,23.0,327,566,12.6697,47.1613,0.838670567945424,-0.544639035015027,11.844786,1716.0375118255615,18489856.0,1685.5891,4.95861491394043,641.962285668799,806.3661072372357,164.40382156843668
RGI60-11.00032,2000-01-01_2020-01-01,43000.0,-0.594,0.5175,11,False,RGI60-11.00032,0.043,2681,2804,2747,22.0,59,215,12.6897,47.1631,0.5150380749100542,0.8571673007021123,11.844786,1716.0375118255615,18489856.0,1685.5891,4.94561491394043,640.2838486832147,804.4793052309387,164.195456547724
RGI60-11.00033,2000-01-01_2020-01-01,37000.0,-0.0447,0.5405,11,False,RGI60-11.00033,0.037,3057,3262,3132,36.7,77,280,12.7616,47.1608,0.2249510543438649,0.9743700647852352,11.844786,1716.0375118255615,18489856.0,1685.5891,2.4431149139404305,364.5158874293567,485.28198336281145,120.76609593345478
RGI60-11.00034,2000-01-01_2020-01-01,125000.0,-0.6914,0.3222,11,False,RGI60-11.00034,0.125,2679,2870,2782,19.2,13,456,12.1348,47.1779,0.9743700647852352,0.224951054343865,11.562658,1679.6256065368652,18554616.0,1739.207,4.784504013061524,620.6990141171995,785.5538009189036,164.8547868017041
RGI60-11.00035,2000-01-01_2020-01-01,25000.0,0.2294,0.5064,11,False,RGI60-11.00035,0.025,3315,3449,3399,32.5,348,152,12.7569,47.1595,0.9781476007338056,-0.2079116908177598,11.844786,1716.0375118255615,18489856.0,1685.5891,0.7076149139404304,227.46481222479392,316.9073822584295,89.44257003363558
RGI60-11.00036,2000-01-01_2020-01-01,306000.0,-0.298,0.2116,11,False,RGI60-11.00036,0.306,2912,3332,3200,25.5,299,741,12.7432,47.1571,0.4848096202463373,-0.8746197071393956,11.844786,1716.0375118255615,18489856.0,1685.5891,2.0011149139404303,325.5113165679534,438.2383878505234,112.72707128257002
RGI60-11.00037,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00037,0.013,2680,2806,2757,37.2,28,246,12.3401,47.1725,0.882947592858927,0.4694715627858908,11.562658,1679.6256065368652,18554616.0,1739.207,4.947004013061524,641.5105758327427,809.1100112348701,167.59943540212737
RGI60-11.00038,2000-01-01_2020-01-01,293000.0,-0.7156,0.261,11,False,RGI60-11.00038,0.293,2669,3015,2791,28.7,122,617,12.6835,47.1586,-0.5299192642332048,0.8480480961564261,11.844786,1716.0375118255615,18489856.0,1685.5891,4.65961491394043,604.0010079044446,763.5532053346232,159.55219743017858
RGI60-11.00039,2000-01-01_2020-01-01,65000.0,-0.2986,0.308,11,False,RGI60-11.00039,0.065,2830,3006,2897,21.3,63,358,12.1413,47.1747,0.4539904997395468,0.8910065241883678,11.562658,1679.6256065368652,18554616.0,1739.207,4.037004013061524,530.1132066238538,681.91221195096,151.79900532710622
RGI60-11.00040,2000-01-01_2020-01-01,138000.0,-0.0516,0.2622,11,False,RGI60-11.00040,0.138,2673,2999,2876,33.9,46,358,12.3506,47.1634,0.6946583704589973,0.7193398003386512,11.562658,1679.6256065368652,18554616.0,1739.207,4.173504013061524,546.0235707922684,700.2545030819118,154.23093228964342
RGI60-11.00041,2000-01-01_2020-01-01,523000.0,-0.2493,0.1837,11,False,RGI60-11.00041,0.523,2768,3432,3196,24.0,124,1366,12.752,47.1511,-0.5591929034707467,0.8290375725550417,11.844786,1716.0375118255615,18489856.0,1685.5891,2.02711491394043,327.72667825070346,440.9268565449589,113.20017829425547
RGI60-11.00042,2000-01-01_2020-01-01,58000.0,-0.6089,0.4136,11,False,RGI60-11.00042,0.058,2719,2830,2788,19.7,65,414,12.0875,47.1719,0.4226182617406994,0.90630778703665,12.165619,1638.2709980010986,18525260.0,1653.0486,4.788434692382813,622.6225880393483,785.5380521513905,162.91546411204217
RGI60-11.00043,2000-01-01_2020-01-01,117000.0,-0.2836,0.3141,11,False,RGI60-11.00043,0.117,2717,2983,2834,32.0,73,540,12.1428,47.1699,0.2923717047227367,0.9563047559630354,11.562658,1679.6256065368652,18554616.0,1739.207,4.446504013061523,578.6906799793903,737.7243349104722,159.03365493108186
RGI60-11.00044,2000-01-01_2020-01-01,14000.0,-0.2048,0.5755,11,False,RGI60-11.00044,0.014,2671,2751,2709,37.1,29,127,12.2199,47.1701,0.8746197071393957,0.484809620246337,11.562658,1679.6256065368652,18554616.0,1739.207,5.259004013061523,682.5871625774809,855.3497146708847,172.76255209340388
RGI60-11.00045,2000-01-01_2020-01-01,140000.0,-0.2969,0.2916,11,False,RGI60-11.00045,0.14,3048,3502,3351,36.8,313,500,12.7384,47.1499,0.6819983600624986,-0.7313537016191703,11.844786,1716.0375118255615,18489856.0,1685.5891,1.0196149139404298,248.9684686672041,343.9517565262355,94.98328785903138
RGI60-11.00046,2000-01-01_2020-01-01,207000.0,-0.5919,0.2798,11,False,RGI60-11.00046,0.207,2594,2938,2719,26.6,125,691,12.6781,47.1528,-0.5735764363510462,0.8191520442889917,11.844786,1716.0375118255615,18489856.0,1685.5891,5.12761491394043,664.0128955570817,831.1032276517413,167.09033209465963
RGI60-11.00047,2000-01-01_2020-01-01,2273000.0,-0.4712,0.1642,11,False,RGI60-11.00047,2.273,2307,3253,2967,21.1,342,2336,12.7194,47.1386,0.9510565162951536,-0.3090169943749477,11.844786,1716.0375118255615,18489856.0,1685.5891,3.5156149139404302,471.1876667414468,611.2015277186265,140.01386097717966
RGI60-11.00048,2000-01-01_2020-01-01,74000.0,-0.7808,0.5573,11,False,RGI60-11.00048,0.074,2020,2293,2142,33.3,103,491,12.7699,47.1492,-0.224951054343865,0.9743700647852352,11.844786,1716.0375118255615,18489856.0,1685.5891,8.87811491394043,1262.0589020973296,1475.8263695223131,213.76746742498358
RGI60-11.00049,2000-01-01_2020-01-01,1399000.0,-0.6327,0.2014,11,False,RGI60-11.00049,1.399,2432,3490,2974,27.2,110,2601,12.7411,47.1398,-0.3420201433256687,0.9396926207859084,11.844786,1716.0375118255615,18489856.0,1685.5891,3.4701149139404297,466.3127503420418,605.5236765076166,139.21092616557485
RGI60-11.00050,2000-01-01_2020-01-01,245000.0,-0.6781,0.2905,11,False,RGI60-11.00050,0.245,2615,2954,2797,29.4,47,591,12.1491,47.1647,0.6819983600624985,0.7313537016191705,11.562658,1679.6256065368652,18554616.0,1739.207,4.687004013061523,608.4037828059579,771.5945162183183,163.19073341236037
RGI60-11.00051,2000-01-01_2020-01-01,35000.0,-0.4375,0.4721,11,False,RGI60-11.00051,0.035,2809,3012,2942,37.5,73,168,12.3534,47.1591,0.2923717047227367,0.9563047559630354,11.562658,1679.6256065368652,18554616.0,1739.207,3.744504013061524,496.9690610825014,643.4954832626654,146.526422180164
RGI60-11.00052,2000-01-01_2020-01-01,32000.0,-0.2412,0.387,11,False,RGI60-11.00052,0.032,2670,2775,2730,26.3,284,190,12.3998,47.157,0.2419218955996674,-0.9702957262759966,11.588961,1676.3723850250244,18562006.0,1732.2203,5.103392837524415,661.4091960848116,831.6755882618573,170.26639217704576
RGI60-11.00053,2000-01-01_2020-01-01,58000.0,-0.0952,0.3823,11,False,RGI60-11.00053,0.058,2689,2984,2798,42.0,79,372,12.3562,47.1569,0.1908089953765449,0.981627183447664,11.562658,1679.6256065368652,18554616.0,1739.207,4.680504013061523,607.5892148609071,770.6685638475045,163.07934898659744
RGI60-11.00054,2000-01-01_2020-01-01,2274000.0,-0.4832,0.1637,11,False,RGI60-11.00054,2.274,2359,3196,2779,27.1,17,1765,12.3717,47.1487,0.9563047559630354,0.2923717047227367,11.562658,1679.6256065368652,18554616.0,1739.207,4.804004013061523,623.1753177053531,788.3613844681473,165.1860667627942
RGI60-11.00055,2000-01-01_2020-01-01,19000.0,-0.3104,0.4989,11,False,RGI60-11.00055,0.019,2660,2752,2717,30.6,93,177,12.4033,47.1562,-0.0523359562429438,0.9986295347545738,11.588961,1676.3723850250244,18562006.0,1732.2203,5.187892837524414,672.5706566910333,844.2082315594175,171.63757486838426
RGI60-11.00056,2000-01-01_2020-01-01,143000.0,-0.5698,0.2859,11,False,RGI60-11.00056,0.143,2638,2787,2710,19.6,340,453,12.6658,47.1466,0.9396926207859084,-0.3420201433256686,11.844786,1716.0375118255615,18489856.0,1685.5891,5.18611491394043,671.7456531470568,839.7561108650938,168.01045771803695
RGI60-11.00057,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00057,0.011,2750,2806,2770,23.3,258,125,12.3493,47.1563,-0.2079116908177598,-0.9781476007338056,11.562658,1679.6256065368652,18554616.0,1739.207,4.862504013061524,630.6387341072727,796.8155223668522,166.17678825957944
RGI60-11.00058,2000-01-01_2020-01-01,13000.0,-0.5187,0.774,11,False,RGI60-11.00058,0.013,2672,2771,2733,37.2,328,158,12.3963,47.1541,0.8480480961564258,-0.529919264233205,11.588961,1676.3723850250244,18562006.0,1732.2203,5.083892837524415,658.8487251542965,828.7971509057375,169.94842575144094
RGI60-11.00059,2000-01-01_2020-01-01,56000.0,-0.4612,0.4503,11,False,RGI60-11.00059,0.056,2713,2841,2789,26.9,310,190,12.4317,47.1514,0.6427876096865393,-0.7660444431189781,11.588961,1676.3723850250244,18562006.0,1732.2203,4.719892837524414,612.1041792573462,776.015538191325,163.91135893397882
RGI60-11.00060,2000-01-01_2020-01-01,114000.0,-0.4924,0.3406,11,False,RGI60-11.00060,0.114,2668,2901,2794,30.8,83,413,12.4025,47.1519,0.1218693434051474,0.992546151641322,11.588961,1676.3723850250244,18562006.0,1732.2203,4.687392837524414,608.0276531184304,771.3909653770971,163.36331225866672
RGI60-11.00061,2000-01-01_2020-01-01,86000.0,-0.157,0.3387,11,False,RGI60-11.00061,0.086,2595,2831,2701,30.1,333,466,12.3914,47.1523,0.8910065241883678,-0.4539904997395469,11.588961,1676.3723850250244,18562006.0,1732.2203,5.291892837524414,686.4551809729602,859.7652263947961,173.31004542183587
RGI60-11.00062,2000-01-01_2020-01-01,1324000.0,-0.447,0.1841,11,False,RGI60-11.00062,1.324,2552,3196,2831,27.4,45,1238,12.3086,47.1458,0.7071067811865476,0.7071067811865476,11.562658,1679.6256065368652,18554616.0,1739.207,4.466004013061524,581.0672296258775,740.4406210865792,159.37339146070167
RGI60-11.00063,2000-01-01_2020-01-01,109000.0,-0.4016,0.2384,11,False,RGI60-11.00063,0.109,2839,2979,2911,22.1,240,340,12.3548,47.1517,-0.5000000000000004,-0.8660254037844385,11.562658,1679.6256065368652,18554616.0,1739.207,3.946004013061524,519.6629880005181,669.8302397580014,150.1672517574833
RGI60-11.00064,2000-01-01_2020-01-01,11000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.00064,0.011,2867,2889,2880,9.5,84,71,12.6,47.1448,0.1045284632676534,0.9945218953682732,11.588961,1676.3723850250244,18562006.0,1732.2203,4.128392837524414,540.4059113677038,694.1341792186262,153.7282678509224
RGI60-11.00065,2000-01-01_2020-01-01,87000.0,-0.3838,0.2907,11,False,RGI60-11.00065,0.087,2740,2897,2860,16.4,317,446,12.5958,47.144,0.7313537016191707,-0.6819983600624983,11.588961,1676.3723850250244,18562006.0,1732.2203,4.258392837524414,555.7110206819897,711.7132350726042,156.00221439061454
RGI60-11.00066,2000-01-01_2020-01-01,392000.0,-0.8746,0.2839,11,False,RGI60-11.00066,0.392,2546,2840,2662,18.7,157,934,12.3945,47.1462,-0.9205048534524404,0.3907311284892737,11.588961,1676.3723850250244,18562006.0,1732.2203,5.545392837524414,720.9789739926036,898.293270509129,177.31429651652536
RGI60-11.00067,2000-01-01_2020-01-01,2868000.0,-0.6347,0.1741,11,False,RGI60-11.00067,2.868,2283,3294,2854,21.4,24,3098,12.6894,47.129,0.9135454576426008,0.4067366430758002,11.844786,1716.0375118255615,18489856.0,1685.5891,4.25011491394043,554.194138127931,706.9145603820219,152.72042225409098
RGI60-11.00068,2000-01-01_2020-01-01,2738000.0,-0.8267,0.1759,11,False,RGI60-11.00068,2.738,2162,3440,2759,15.2,347,5390,12.3453,47.1322,0.9743700647852352,-0.2249510543438653,11.562658,1679.6256065368652,18554616.0,1739.207,4.934004013061524,639.830959376128,807.2121800998751,167.3812207237471
RGI60-11.00069,2000-01-01_2020-01-01,32000.0,-0.2246,0.3107,11,False,RGI60-11.00069,0.032,2786,2841,2816,19.4,208,160,12.4374,47.1479,-0.8829475928589269,-0.4694715627858908,11.588961,1676.3723850250244,18562006.0,1732.2203,4.544392837524415,590.2802009664358,751.215491678176,160.9352907117402
RGI60-11.00070,2000-01-01_2020-01-01,1563000.0,-0.5566,0.1819,11,False,RGI60-11.00070,1.563,2375,3118,2759,23.9,31,1785,12.1044,47.1491,0.8571673007021123,0.5150380749100542,12.165619,1638.2709980010986,18525260.0,1653.0486,4.976934692382812,646.9176757145855,813.0467256433847,166.1290499287992
RGI60-11.00071,2000-01-01_2020-01-01,61000.0,-0.176,0.2409,11,False,RGI60-11.00071,0.061,2734,2856,2818,21.3,236,285,12.4035,47.1473,-0.5591929034707466,-0.8290375725550418,11.588961,1676.3723850250244,18562006.0,1732.2203,4.531392837524415,588.6820937861028,749.3953404771667,160.7132466910639
RGI60-11.00072,2000-01-01_2020-01-01,707000.0,-0.9922,0.2879,11,False,RGI60-11.00072,0.707,2293,2815,2446,17.9,337,1392,12.6611,47.1342,0.9205048534524404,-0.3907311284892739,11.844786,1716.0375118255615,18489856.0,1685.5891,6.90211491394043,921.2577859079818,1113.7039030035428,192.44611709556102
RGI60-11.00073,2000-01-01_2020-01-01,30000.0,-0.3661,0.398,11,False,RGI60-11.00073,0.03,2822,2895,2871,14.9,147,230,12.5956,47.1403,-0.8386705679454239,0.5446390350150273,11.588961,1676.3723850250244,18562006.0,1732.2203,4.186892837524415,547.2616413086129,702.0155148047687,154.75387349615585
RGI60-11.00074,2000-01-01_2020-01-01,430000.0,-0.4211,0.2156,11,False,RGI60-11.00074,0.43,2621,3071,2853,29.5,133,556,12.3805,47.1424,-0.6819983600624984,0.7313537016191706,11.588961,1676.3723850250244,18562006.0,1732.2203,4.303892837524415,561.1280784012274,717.9216522866982,156.79357388547078
RGI60-11.00075,2000-01-01_2020-01-01,40000.0,-0.7815,0.6768,11,False,RGI60-11.00075,0.04,2361,2512,2426,33.5,32,202,10.4376,47.1861,0.848048096156426,0.5299192642332049,11.112691,1829.7706127166748,18594586.0,1756.4884,6.760865547180176,907.3436438871644,1125.4608436395015,218.11719975233723
RGI60-11.00076,2000-01-01_2020-01-01,17000.0,-0.4749,0.5341,11,False,RGI60-11.00076,0.017,2746,2810,2772,22.1,180,141,12.409,47.1448,-1.0,1.2246467991473532e-16,11.588961,1676.3723850250244,18562006.0,1732.2203,4.830392837524414,626.0834835304308,791.8474147749283,165.76393124449748
RGI60-11.00077,2000-01-01_2020-01-01,93000.0,-0.4743,0.3793,11,False,RGI60-11.00077,0.093,2705,2955,2841,31.8,297,464,12.0907,47.1508,0.4539904997395466,-0.891006524188368,12.165619,1638.2709980010986,18525260.0,1653.0486,4.443934692382813,579.6131504800742,736.532642549006,156.91949206893185
RGI60-11.00078,2000-01-01_2020-01-01,584000.0,-0.4523,0.1994,11,False,RGI60-11.00078,0.584,2432,3037,2830,26.0,14,1305,12.3243,47.1392,0.9702957262759964,0.2419218955996677,11.562658,1679.6256065368652,18554616.0,1739.207,4.472504013061524,581.8606922826095,741.3472270680126,159.48653478540302
RGI60-11.00079,2000-01-01_2020-01-01,200000.0,-0.8573,0.3633,11,False,RGI60-11.00079,0.2,2451,2780,2604,29.4,22,760,12.5793,47.1355,0.9271838545667874,0.374606593415912,11.588961,1676.3723850250244,18562006.0,1732.2203,5.922392837524415,774.1020074595589,957.1717750820675,183.0697676225086
RGI60-11.00080,2000-01-01_2020-01-01,1188000.0,-0.7215,0.2018,11,False,RGI60-11.00080,1.188,2502,2993,2789,19.3,72,1304,12.5964,47.1316,0.3090169943749474,0.9510565162951536,11.588961,1676.3723850250244,18562006.0,1732.2203,4.719892837524414,612.1041792573462,776.015538191325,163.91135893397882
RGI60-11.00081,2000-01-01_2020-01-01,22000.0,-0.6097,0.8614,11,False,RGI60-11.00081,0.022,2504,2650,2568,28.7,23,334,12.5711,47.1368,0.9205048534524404,0.3907311284892737,11.588961,1676.3723850250244,18562006.0,1732.2203,6.156392837524415,808.1422221465177,994.6581954903343,186.51597334381654
RGI60-11.00082,2000-01-01_2020-01-01,299000.0,-0.4433,0.2741,11,False,RGI60-11.00082,0.299,2602,2993,2788,30.8,332,703,12.0853,47.1482,0.882947592858927,-0.4694715627858908,12.165619,1638.2709980010986,18525260.0,1653.0486,4.788434692382813,622.6225880393483,785.5380521513905,162.91546411204217
RGI60-11.00083,2000-01-01_2020-01-01,40000.0,-0.9312,0.6015,11,False,RGI60-11.00083,0.04,2708,2789,2741,18.6,95,269,10.3703,47.1842,-0.0871557427476582,0.9961946980917455,11.777924,1955.9457778930664,18566332.0,1632.2365,4.570960510253906,600.1559001132135,772.8623737826184,172.7064736694049
RGI60-11.00084,2000-01-01_2020-01-01,268000.0,-0.2319,0.2452,11,False,RGI60-11.00084,0.268,2677,3123,2829,31.9,343,602,12.1167,47.1467,0.9563047559630352,-0.2923717047227371,12.165619,1638.2709980010986,18525260.0,1653.0486,4.521934692382813,589.1934273072197,747.4836680879807,158.290240780761
RGI60-11.00085,2000-01-01_2020-01-01,42000.0,-0.0926,0.3846,11,False,RGI60-11.00085,0.042,2563,2637,2614,17.4,27,236,9.98627,47.1872,0.8910065241883679,0.4539904997395467,12.748562,1898.0445384979248,18763340.0,1470.7576,5.317486053466797,700.682373021282,890.0008884795727,189.31851545829068
RGI60-11.00086,2000-01-01_2020-01-01,112000.0,-0.366,0.3495,11,False,RGI60-11.00086,0.112,2634,2908,2718,33.8,34,428,12.0632,47.1498,0.8290375725550417,0.5591929034707469,12.165619,1638.2709980010986,18525260.0,1653.0486,5.243434692382813,682.183401724375,852.767473124402,170.58407140002703
